raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/disc_acc_expert,raw/disc/disc_entropy,raw/disc/global_step,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc,raw/disc/n_generated
6.0,0.8333333134651184,0.5,0.6188898682594299,88,0.5,0.5844315886497498,0.3333333333333333,0.6666666865348816,6.0
6.0,0.5,0.5,0.6207465529441833,88,0.5,0.6669306755065918,0.5,0.5,6.0
6.0,0.8333333134651184,0.5,0.6201350092887878,89,0.5,0.6171950101852417,0.3333333333333333,0.6666666865348816,6.0
6.0,0.8333333134651184,0.5,0.6197744011878967,89,0.5,0.5826367139816284,0.3333333333333333,0.6666666865348816,6.0
6.0,1.0,0.5,0.6232808232307434,90,0.5,0.5674713850021362,0.25,0.75,6.0
6.0,0.3333333432674408,0.5,0.6239883899688721,90,0.5,0.704233705997467,0.5833333333333334,0.4166666567325592,6.0
6.0,0.5,0.5,0.6195535659790039,91,0.5,0.6826320290565491,0.5,0.5,6.0
6.0,0.6666666865348816,0.5,0.6234719157218933,91,0.5,0.5978298783302307,0.4166666666666667,0.5833333134651184,6.0
6.0,0.5,0.3333333432674408,0.6280611157417297,92,0.5,0.6505460739135742,0.4166666666666667,0.4166666567325592,6.0
6.0,0.5,0.3333333432674408,0.6254894137382507,92,0.5,0.6361588835716248,0.4166666666666667,0.4166666567325592,6.0
6.0,0.3333333432674408,0.3333333432674408,0.6339538097381592,93,0.5,0.6619499325752258,0.5,0.3333333432674408,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6263155937194824,93,0.5,0.6040781140327454,0.25,0.5833333134651184,6.0
6.0,1.0,0.3333333432674408,0.6270187497138977,94,0.5,0.5958486795425415,0.16666666666666666,0.6666666865348816,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6298134922981262,94,0.5,0.6254678964614868,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6280743479728699,95,0.5,0.6183167099952698,0.25,0.5833333134651184,6.0
6.0,0.6666666865348816,0.3333333432674408,0.6237066388130188,95,0.5,0.6202324032783508,0.3333333333333333,0.5,6.0
6.0,1.0,0.3333333432674408,0.6291252970695496,96,0.5,0.6098641753196716,0.16666666666666666,0.6666666865348816,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6293309330940247,96,0.5,0.6247426271438599,0.25,0.5833333134651184,6.0
6.0,1.0,0.3333333432674408,0.6296852231025696,97,0.5,0.6136108040809631,0.16666666666666666,0.6666666865348816,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6263489127159119,97,0.5,0.6227330565452576,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6268162131309509,98,0.5,0.6147497892379761,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6340699791908264,98,0.5,0.6446606516838074,0.25,0.5833333134651184,6.0
6.0,1.0,0.3333333432674408,0.6284908056259155,99,0.5,0.605890691280365,0.16666666666666666,0.6666666865348816,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6327523589134216,99,0.5,0.6578728556632996,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6346107721328735,100,0.5,0.648334801197052,0.25,0.5833333134651184,6.0
6.0,1.0,0.3333333432674408,0.6316981911659241,100,0.5,0.6190740466117859,0.16666666666666666,0.6666666865348816,6.0
6.0,0.6666666865348816,0.3333333432674408,0.635306179523468,101,0.5,0.6971119046211243,0.3333333333333333,0.5,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6352804899215698,101,0.5,0.65582674741745,0.25,0.5833333134651184,6.0
6.0,0.6666666865348816,0.3333333432674408,0.6374826431274414,102,0.5,0.6707862019538879,0.3333333333333333,0.5,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6377501487731934,102,0.5,0.6546218991279602,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6375868916511536,103,0.5,0.6616286635398865,0.25,0.5833333134651184,6.0
6.0,0.5,0.3333333432674408,0.6371058821678162,103,0.5,0.682834804058075,0.4166666666666667,0.4166666567325592,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6379004120826721,104,0.5,0.6499575972557068,0.25,0.5833333134651184,6.0
6.0,0.8333333134651184,0.3333333432674408,0.6389833688735962,104,0.5,0.6523913741111755,0.25,0.5833333134651184,6.0
6.0,1.0,0.3333333432674408,0.6382394433021545,105,0.5,0.6366027593612671,0.16666666666666666,0.6666666865348816,6.0
6.0,0.6666666865348816,0.3333333432674408,0.6375099420547485,105,0.5,0.6424839496612549,0.3333333333333333,0.5,6.0
6.0,0.5,0.3333333432674408,0.6411229968070984,106,0.5,0.662496030330658,0.4166666666666667,0.4166666567325592,6.0
6.0,1.0,0.1666666716337204,0.6411699056625366,106,0.5,0.6537820100784302,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6413760781288147,107,0.5,0.6548680663108826,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6414493322372437,107,0.5,0.6537299752235413,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6401509642601013,108,0.5,0.641981303691864,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6403536200523376,108,0.5,0.6453915238380432,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6409310102462769,109,0.5,0.6532432436943054,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6395511627197266,109,0.5,0.6405128836631775,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6386643052101135,110,0.5,0.6367215514183044,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6406037211418152,110,0.5,0.6611806750297546,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6379271149635315,111,0.5,0.6339325904846191,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6375301480293274,111,0.5,0.6336715817451477,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6385826468467712,112,0.5,0.648560643196106,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6371462941169739,112,0.5,0.6416758894920349,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.63860023021698,113,0.5,0.6557736992835999,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6379544138908386,113,0.5,0.6497360467910767,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6334071159362793,114,0.5,0.615287184715271,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6398990750312805,114,0.5,0.6678149104118347,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6376712918281555,115,0.5,0.643028199672699,0.08333333333333333,0.5833333134651184,6.0
6.0,1.0,0.1666666716337204,0.6363138556480408,115,0.5,0.6280799508094788,0.08333333333333333,0.5833333134651184,6.0
