/Graph
Time (s),posX (Meters),posY (Meters),posZ (Meters)
83.45000,-9.6866e-01,+2.0404e-01,+1.9230e-02
83.50000,-9.6857e-01,+2.0455e-01,+1.9221e-02
83.55000,-9.6842e-01,+2.0500e-01,+1.9224e-02
83.60001,-9.6828e-01,+2.0544e-01,+1.9217e-02
83.65000,-9.6817e-01,+2.0586e-01,+1.9214e-02
83.70000,-9.6808e-01,+2.0628e-01,+1.9218e-02
83.75000,-9.6796e-01,+2.0667e-01,+1.9221e-02
83.80000,-9.6783e-01,+2.0713e-01,+1.9216e-02
83.85001,-9.6772e-01,+2.0757e-01,+1.9216e-02
83.90000,-9.6762e-01,+2.0800e-01,+1.9220e-02
83.95000,-9.6750e-01,+2.0841e-01,+1.9218e-02
84.00000,-9.6736e-01,+2.0891e-01,+1.9219e-02
84.05000,-9.6723e-01,+2.0942e-01,+1.9217e-02
84.10001,-9.6713e-01,+2.0983e-01,+1.9219e-02
84.15000,-9.6703e-01,+2.1027e-01,+1.9223e-02
84.20000,-9.6691e-01,+2.1076e-01,+1.9230e-02
84.25000,-9.6682e-01,+2.1123e-01,+1.9222e-02
84.30000,-9.6672e-01,+2.1164e-01,+1.9222e-02
84.35001,-9.6664e-01,+2.1207e-01,+1.9217e-02
84.40000,-9.6655e-01,+2.1251e-01,+1.9226e-02
84.45000,-9.6647e-01,+2.1294e-01,+1.9225e-02
84.50000,-9.6638e-01,+2.1338e-01,+1.9214e-02
84.55000,-9.6628e-01,+2.1386e-01,+1.9221e-02
84.60001,-9.6618e-01,+2.1428e-01,+1.9217e-02
84.65000,-9.6615e-01,+2.1465e-01,+1.9221e-02
84.70000,-9.6610e-01,+2.1510e-01,+1.9220e-02
84.75000,-9.6605e-01,+2.1556e-01,+1.9219e-02
84.80000,-9.6602e-01,+2.1600e-01,+1.9218e-02
84.85001,-9.6595e-01,+2.1641e-01,+1.9215e-02
84.90000,-9.6587e-01,+2.1685e-01,+1.9215e-02
84.95000,-9.6580e-01,+2.1729e-01,+1.9221e-02
85.00000,-9.6574e-01,+2.1772e-01,+1.9211e-02
85.05000,-9.6567e-01,+2.1816e-01,+1.9217e-02
85.10001,-9.6557e-01,+2.1861e-01,+1.9220e-02
85.15000,-9.6547e-01,+2.1906e-01,+1.9212e-02
85.20000,-9.6538e-01,+2.1949e-01,+1.9221e-02
85.25000,-9.6532e-01,+2.1991e-01,+1.9221e-02
85.30000,-9.6524e-01,+2.2034e-01,+1.9224e-02
85.35001,-9.6516e-01,+2.2081e-01,+1.9230e-02
85.40000,-9.6507e-01,+2.2125e-01,+1.9211e-02
85.45000,-9.6499e-01,+2.2162e-01,+1.9213e-02
85.50000,-9.6491e-01,+2.2208e-01,+1.9208e-02
85.55000,-9.6483e-01,+2.2254e-01,+1.9214e-02
85.60001,-9.6476e-01,+2.2298e-01,+1.9214e-02
85.65000,-9.6469e-01,+2.2341e-01,+1.9214e-02
85.70000,-9.6463e-01,+2.2381e-01,+1.9210e-02
85.75000,-9.6453e-01,+2.2424e-01,+1.9211e-02
85.80000,-9.6443e-01,+2.2472e-01,+1.9213e-02
85.85001,-9.6434e-01,+2.2516e-01,+1.9219e-02
85.90000,-9.6426e-01,+2.2554e-01,+1.9218e-02
85.95000,-9.6420e-01,+2.2597e-01,+1.9213e-02
86.00000,-9.6412e-01,+2.2643e-01,+1.9212e-02
86.05000,-9.6404e-01,+2.2688e-01,+1.9215e-02
86.10001,-9.6397e-01,+2.2728e-01,+1.9223e-02
86.15000,-9.6388e-01,+2.2771e-01,+1.9226e-02
86.20000,-9.6380e-01,+2.2823e-01,+1.9217e-02
86.25000,-9.6369e-01,+2.2871e-01,+1.9220e-02
86.30000,-9.6362e-01,+2.2911e-01,+1.9218e-02
86.35001,-9.6354e-01,+2.2956e-01,+1.9210e-02
86.40000,-9.6345e-01,+2.3008e-01,+1.9219e-02
86.45000,-9.6336e-01,+2.3058e-01,+1.9224e-02
86.50000,-9.6327e-01,+2.3100e-01,+1.9221e-02
86.55000,-9.6316e-01,+2.3143e-01,+1.9211e-02
86.60001,-9.6304e-01,+2.3194e-01,+1.9230e-02
86.65000,-9.6292e-01,+2.3240e-01,+1.9219e-02
86.70000,-9.6282e-01,+2.3284e-01,+1.9223e-02
86.75000,-9.6271e-01,+2.3327e-01,+1.9232e-02
86.80000,-9.6259e-01,+2.3370e-01,+1.9230e-02
86.85001,-9.6256e-01,+2.3420e-01,+1.9225e-02
86.90000,-9.6248e-01,+2.3473e-01,+1.9214e-02
86.95000,-9.6240e-01,+2.3514e-01,+1.9215e-02
87.00000,-9.6234e-01,+2.3561e-01,+1.9214e-02
87.05000,-9.6227e-01,+2.3611e-01,+1.9219e-02
87.10001,-9.6219e-01,+2.3660e-01,+1.9216e-02
87.15000,-9.6214e-01,+2.3707e-01,+1.9216e-02
87.20000,-9.6207e-01,+2.3752e-01,+1.9211e-02
87.25000,-9.6177e-01,+2.3919e-01,+1.9212e-02
87.30000,-9.6169e-01,+2.3983e-01,+1.9205e-02
87.35001,-9.6160e-01,+2.4029e-01,+1.9204e-02
87.40000,-9.6152e-01,+2.4078e-01,+1.9212e-02
87.45000,-9.6144e-01,+2.4125e-01,+1.9215e-02
87.50000,-9.6138e-01,+2.4172e-01,+1.9213e-02
87.55000,-9.6135e-01,+2.4216e-01,+1.9223e-02
87.60001,-9.6128e-01,+2.4263e-01,+1.9213e-02
87.65000,-9.6119e-01,+2.4314e-01,+1.9217e-02
87.70000,-9.6111e-01,+2.4363e-01,+1.9224e-02
87.75000,-9.6106e-01,+2.4411e-01,+1.9233e-02
87.80000,-9.6103e-01,+2.4457e-01,+1.9223e-02
87.85001,-9.6099e-01,+2.4503e-01,+1.9220e-02
87.90000,-9.6092e-01,+2.4555e-01,+1.9221e-02
87.95000,-9.6084e-01,+2.4604e-01,+1.9226e-02
88.00000,-9.6075e-01,+2.4640e-01,+1.9226e-02
88.05000,-9.6064e-01,+2.4679e-01,+1.9215e-02
88.10001,-9.6051e-01,+2.4725e-01,+1.9211e-02
88.15000,-9.6042e-01,+2.4771e-01,+1.9208e-02
88.20000,-9.6031e-01,+2.4814e-01,+1.9211e-02
88.25000,-9.6022e-01,+2.4859e-01,+1.9209e-02
88.30000,-9.6011e-01,+2.4906e-01,+1.9216e-02
88.35001,-9.6002e-01,+2.4953e-01,+1.9226e-02
88.40000,-9.5992e-01,+2.4997e-01,+1.9221e-02
88.45000,-9.5983e-01,+2.5039e-01,+1.9217e-02
88.50000,-9.5973e-01,+2.5089e-01,+1.9221e-02
88.55000,-9.5965e-01,+2.5137e-01,+1.9223e-02
88.60001,-9.5956e-01,+2.5183e-01,+1.9226e-02
88.65000,-9.5950e-01,+2.5226e-01,+1.9218e-02
88.70000,-9.5944e-01,+2.5267e-01,+1.9222e-02
88.75000,-9.5937e-01,+2.5312e-01,+1.9221e-02
88.80000,-9.5930e-01,+2.5361e-01,+1.9224e-02
88.85001,-9.5919e-01,+2.5409e-01,+1.9224e-02
88.90000,-9.5910e-01,+2.5454e-01,+1.9232e-02
88.95000,-9.5900e-01,+2.5498e-01,+1.9215e-02
89.00000,-9.5891e-01,+2.5539e-01,+1.9211e-02
89.05000,-9.5881e-01,+2.5584e-01,+1.9210e-02
89.10001,-9.5871e-01,+2.5631e-01,+1.9219e-02
89.15000,-9.5861e-01,+2.5676e-01,+1.9216e-02
89.20000,-9.5851e-01,+2.5718e-01,+1.9214e-02
89.25000,-9.5841e-01,+2.5768e-01,+1.9209e-02
89.30000,-9.5833e-01,+2.5816e-01,+1.9212e-02
89.35001,-9.5822e-01,+2.5862e-01,+1.9205e-02
89.40000,-9.5814e-01,+2.5905e-01,+1.9209e-02
89.45000,-9.5805e-01,+2.5947e-01,+1.9211e-02
89.50000,-9.5796e-01,+2.5994e-01,+1.9213e-02
89.55000,-9.5786e-01,+2.6040e-01,+1.9221e-02
89.60001,-9.5754e-01,+2.6206e-01,+1.9218e-02
89.65000,-9.5741e-01,+2.6269e-01,+1.9216e-02
89.70000,-9.5732e-01,+2.6313e-01,+1.9213e-02
89.75000,-9.5720e-01,+2.6363e-01,+1.9210e-02
89.80000,-9.5710e-01,+2.6411e-01,+1.9221e-02
89.85001,-9.5699e-01,+2.6458e-01,+1.9226e-02
89.90000,-9.5693e-01,+2.6502e-01,+1.9223e-02
89.95000,-9.5688e-01,+2.6543e-01,+1.9220e-02
90.00000,-9.5682e-01,+2.6589e-01,+1.9217e-02
90.05000,-9.5677e-01,+2.6638e-01,+1.9222e-02
90.10001,-9.5673e-01,+2.6682e-01,+1.9217e-02
90.15000,-9.5666e-01,+2.6721e-01,+1.9213e-02
90.20000,-9.5661e-01,+2.6766e-01,+1.9217e-02
90.25000,-9.5655e-01,+2.6812e-01,+1.9217e-02
90.30000,-9.5649e-01,+2.6855e-01,+1.9214e-02
90.35001,-9.5639e-01,+2.6904e-01,+1.9221e-02
90.40000,-9.5633e-01,+2.6950e-01,+1.9219e-02
90.45000,-9.5626e-01,+2.6988e-01,+1.9219e-02
90.50000,-9.5617e-01,+2.7034e-01,+1.9215e-02
90.55000,-9.5613e-01,+2.7086e-01,+1.9236e-02
90.60001,-9.5608e-01,+2.7135e-01,+1.9215e-02
90.65000,-9.5599e-01,+2.7180e-01,+1.9217e-02
90.70000,-9.5592e-01,+2.7224e-01,+1.9218e-02
90.75000,-9.5586e-01,+2.7273e-01,+1.9212e-02
90.80000,-9.5576e-01,+2.7321e-01,+1.9216e-02
90.85001,-9.5572e-01,+2.7369e-01,+1.9219e-02
90.90000,-9.5564e-01,+2.7414e-01,+1.9221e-02
90.95000,-9.5556e-01,+2.7466e-01,+1.9219e-02
91.00000,-9.5547e-01,+2.7517e-01,+1.9208e-02
91.05000,-9.5540e-01,+2.7565e-01,+1.9220e-02
91.10001,-9.5532e-01,+2.7610e-01,+1.9222e-02
91.15000,-9.5524e-01,+2.7654e-01,+1.9227e-02
91.20000,-9.5518e-01,+2.7697e-01,+1.9221e-02
91.25000,-9.5511e-01,+2.7744e-01,+1.9221e-02
91.30000,-9.5503e-01,+2.7789e-01,+1.9223e-02
91.35001,-9.5492e-01,+2.7830e-01,+1.9225e-02
91.40000,-9.5480e-01,+2.7868e-01,+1.9223e-02
91.45000,-9.5470e-01,+2.7909e-01,+1.9216e-02
91.50000,-9.5459e-01,+2.7959e-01,+1.9225e-02
91.55000,-9.5448e-01,+2.8005e-01,+1.9224e-02
91.60001,-9.5437e-01,+2.8047e-01,+1.9230e-02
91.65000,-9.5426e-01,+2.8088e-01,+1.9220e-02
91.70000,-9.5417e-01,+2.8128e-01,+1.9225e-02
91.75000,-9.5408e-01,+2.8171e-01,+1.9224e-02
91.80000,-9.5399e-01,+2.8220e-01,+1.9220e-02
91.85001,-9.5389e-01,+2.8258e-01,+1.9224e-02
91.90000,-9.5375e-01,+2.8300e-01,+1.9211e-02
91.95000,-9.5358e-01,+2.8347e-01,+1.9217e-02
92.00000,-9.5344e-01,+2.8393e-01,+1.9210e-02
92.05000,-9.5332e-01,+2.8437e-01,+1.9220e-02
92.10001,-9.5322e-01,+2.8479e-01,+1.9214e-02
92.15000,-9.5310e-01,+2.8527e-01,+1.9215e-02
92.20000,-9.5297e-01,+2.8574e-01,+1.9215e-02
92.25000,-9.5285e-01,+2.8620e-01,+1.9217e-02
92.30000,-9.5274e-01,+2.8663e-01,+1.9219e-02
92.35001,-9.5264e-01,+2.8708e-01,+1.9212e-02
92.40000,-9.5254e-01,+2.8755e-01,+1.9222e-02
92.45000,-9.5244e-01,+2.8799e-01,+1.9222e-02
92.50000,-9.5236e-01,+2.8845e-01,+1.9229e-02
92.55000,-9.5230e-01,+2.8888e-01,+1.9218e-02
92.60001,-9.5220e-01,+2.8934e-01,+1.9221e-02
92.65000,-9.5210e-01,+2.8983e-01,+1.9222e-02
92.70000,-9.5199e-01,+2.9030e-01,+1.9232e-02
92.75000,-9.5190e-01,+2.9074e-01,+1.9234e-02
92.80000,-9.5178e-01,+2.9116e-01,+1.9222e-02
92.85001,-9.5165e-01,+2.9154e-01,+1.9223e-02
92.90000,-9.5150e-01,+2.9194e-01,+1.9214e-02
92.95000,-9.5136e-01,+2.9240e-01,+1.9216e-02
93.00000,-9.5124e-01,+2.9285e-01,+1.9222e-02
93.05000,-9.5112e-01,+2.9328e-01,+1.9217e-02
93.10001,-9.5099e-01,+2.9368e-01,+1.9219e-02
93.15000,-9.5088e-01,+2.9408e-01,+1.9209e-02
93.20000,-9.5077e-01,+2.9455e-01,+1.9214e-02
93.25000,-9.5067e-01,+2.9500e-01,+1.9222e-02
93.30000,-9.5055e-01,+2.9543e-01,+1.9220e-02
93.35001,-9.5045e-01,+2.9585e-01,+1.9216e-02
93.40000,-9.5035e-01,+2.9625e-01,+1.9218e-02
93.45000,-9.5024e-01,+2.9671e-01,+1.9221e-02
93.50000,-9.5011e-01,+2.9714e-01,+1.9219e-02
93.55000,-9.4998e-01,+2.9756e-01,+1.9226e-02
93.60001,-9.4987e-01,+2.9796e-01,+1.9225e-02
93.65000,-9.4981e-01,+2.9839e-01,+1.9213e-02
93.70000,-9.4976e-01,+2.9887e-01,+1.9214e-02
93.75000,-9.4970e-01,+2.9933e-01,+1.9217e-02
93.80000,-9.4967e-01,+2.9972e-01,+1.9210e-02
93.85001,-9.4960e-01,+3.0016e-01,+1.9214e-02
93.90000,-9.4952e-01,+3.0063e-01,+1.9212e-02
93.95000,-9.4946e-01,+3.0109e-01,+1.9217e-02
94.00000,-9.4938e-01,+3.0153e-01,+1.9215e-02
94.05000,-9.4931e-01,+3.0194e-01,+1.9225e-02
94.10001,-9.4928e-01,+3.0234e-01,+1.9222e-02
94.15000,-9.4923e-01,+3.0282e-01,+1.9213e-02
94.20000,-9.4916e-01,+3.0330e-01,+1.9209e-02
94.25000,-9.4911e-01,+3.0375e-01,+1.9207e-02
94.30000,-9.4904e-01,+3.0413e-01,+1.9214e-02
94.35001,-9.4897e-01,+3.0462e-01,+1.9213e-02
94.40000,-9.4890e-01,+3.0510e-01,+1.9213e-02
94.45000,-9.4885e-01,+3.0548e-01,+1.9215e-02
94.50000,-9.4879e-01,+3.0594e-01,+1.9211e-02
94.55000,-9.4872e-01,+3.0642e-01,+1.9209e-02
94.60001,-9.4866e-01,+3.0687e-01,+1.9221e-02
94.65000,-9.4861e-01,+3.0730e-01,+1.9215e-02
94.70000,-9.4856e-01,+3.0771e-01,+1.9215e-02
94.75000,-9.4849e-01,+3.0817e-01,+1.9216e-02
94.80000,-9.4842e-01,+3.0864e-01,+1.9220e-02
94.85001,-9.4836e-01,+3.0910e-01,+1.9214e-02
94.90000,-9.4830e-01,+3.0953e-01,+1.9217e-02
94.95000,-9.4827e-01,+3.0995e-01,+1.9212e-02
95.00000,-9.4820e-01,+3.1036e-01,+1.9215e-02
95.05000,-9.4813e-01,+3.1084e-01,+1.9212e-02
95.10001,-9.4806e-01,+3.1130e-01,+1.9219e-02
95.15000,-9.4801e-01,+3.1174e-01,+1.9213e-02
95.20000,-9.4796e-01,+3.1216e-01,+1.9215e-02
95.25000,-9.4791e-01,+3.1260e-01,+1.9211e-02
95.30000,-9.4782e-01,+3.1308e-01,+1.9217e-02
95.35001,-9.4775e-01,+3.1355e-01,+1.9220e-02
95.40000,-9.4769e-01,+3.1396e-01,+1.9215e-02
95.45000,-9.4765e-01,+3.1435e-01,+1.9210e-02
95.50000,-9.4757e-01,+3.1483e-01,+1.9217e-02
95.55000,-9.4750e-01,+3.1528e-01,+1.9216e-02
95.60001,-9.4744e-01,+3.1572e-01,+1.9217e-02
95.65000,-9.4740e-01,+3.1613e-01,+1.9216e-02
95.70000,-9.4734e-01,+3.1657e-01,+1.9213e-02
95.75000,-9.4726e-01,+3.1705e-01,+1.9214e-02
95.80000,-9.4720e-01,+3.1752e-01,+1.9219e-02
95.85001,-9.4714e-01,+3.1789e-01,+1.9210e-02
95.90000,-9.4706e-01,+3.1834e-01,+1.9211e-02
95.95000,-9.4696e-01,+3.1881e-01,+1.9216e-02
96.00000,-9.4685e-01,+3.1925e-01,+1.9219e-02
96.05000,-9.4673e-01,+3.1968e-01,+1.9223e-02
96.10001,-9.4660e-01,+3.2007e-01,+1.9229e-02
96.15000,-9.4651e-01,+3.2048e-01,+1.9227e-02
96.20000,-9.4646e-01,+3.2098e-01,+1.9221e-02
96.25000,-9.4639e-01,+3.2150e-01,+1.9214e-02
96.30000,-9.4633e-01,+3.2195e-01,+1.9210e-02
96.35001,-9.4630e-01,+3.2238e-01,+1.9220e-02
96.40000,-9.4620e-01,+3.2292e-01,+1.9216e-02
96.45000,-9.4614e-01,+3.2335e-01,+1.9222e-02
96.50000,-9.4610e-01,+3.2378e-01,+1.9211e-02
96.55000,-9.4602e-01,+3.2428e-01,+1.9211e-02
96.60001,-9.4598e-01,+3.2472e-01,+1.9202e-02
96.65000,-9.4591e-01,+3.2510e-01,+1.9208e-02
96.70000,-9.4584e-01,+3.2559e-01,+1.9208e-02
96.75000,-9.4576e-01,+3.2607e-01,+1.9206e-02
96.80000,-9.4570e-01,+3.2653e-01,+1.9212e-02
96.85001,-9.4564e-01,+3.2697e-01,+1.9216e-02
96.90000,-9.4557e-01,+3.2738e-01,+1.9211e-02
96.95000,-9.4552e-01,+3.2782e-01,+1.9211e-02
97.00000,-9.4545e-01,+3.2829e-01,+1.9214e-02
97.05000,-9.4521e-01,+3.2930e-01,+1.9208e-02
97.10001,-9.4507e-01,+3.2984e-01,+1.9209e-02
97.15000,-9.4497e-01,+3.3024e-01,+1.9203e-02
97.20000,-9.4487e-01,+3.3073e-01,+1.9214e-02
97.25000,-9.4483e-01,+3.3116e-01,+1.9214e-02
97.30000,-9.4477e-01,+3.3154e-01,+1.9217e-02
97.35001,-9.4469e-01,+3.3201e-01,+1.9218e-02
97.40000,-9.4459e-01,+3.3247e-01,+1.9228e-02
97.45000,-9.4449e-01,+3.3289e-01,+1.9228e-02
97.50000,-9.4438e-01,+3.3330e-01,+1.9223e-02
97.55000,-9.4420e-01,+3.3379e-01,+1.9217e-02
97.60001,-9.4403e-01,+3.3427e-01,+1.9217e-02
97.65000,-9.4391e-01,+3.3473e-01,+1.9216e-02
97.70000,-9.4377e-01,+3.3518e-01,+1.9209e-02
97.75000,-9.4364e-01,+3.3560e-01,+1.9214e-02
97.80000,-9.4350e-01,+3.3606e-01,+1.9217e-02
97.85001,-9.4338e-01,+3.3656e-01,+1.9218e-02
97.90000,-9.4325e-01,+3.3702e-01,+1.9220e-02
97.95000,-9.4316e-01,+3.3744e-01,+1.9215e-02
98.00000,-9.4304e-01,+3.3793e-01,+1.9218e-02
98.05000,-9.4290e-01,+3.3841e-01,+1.9215e-02
98.10001,-9.4278e-01,+3.3886e-01,+1.9222e-02
98.15000,-9.4263e-01,+3.3931e-01,+1.9219e-02
98.20000,-9.4247e-01,+3.3973e-01,+1.9209e-02
98.25000,-9.4233e-01,+3.4022e-01,+1.9212e-02
98.30000,-9.4218e-01,+3.4071e-01,+1.9214e-02
98.35001,-9.4205e-01,+3.4117e-01,+1.9217e-02
98.40000,-9.4191e-01,+3.4162e-01,+1.9221e-02
98.45000,-9.4177e-01,+3.4204e-01,+1.9214e-02
98.50000,-9.4163e-01,+3.4252e-01,+1.9215e-02
98.55000,-9.4151e-01,+3.4301e-01,+1.9222e-02
98.60001,-9.4138e-01,+3.4349e-01,+1.9227e-02
98.65000,-9.4125e-01,+3.4394e-01,+1.9231e-02
98.70000,-9.4114e-01,+3.4440e-01,+1.9229e-02
98.75000,-9.4104e-01,+3.4485e-01,+1.9225e-02
98.80000,-9.4091e-01,+3.4535e-01,+1.9215e-02
98.85001,-9.4080e-01,+3.4585e-01,+1.9214e-02
98.90000,-9.4069e-01,+3.4632e-01,+1.9212e-02
98.95000,-9.4057e-01,+3.4676e-01,+1.9220e-02
99.00000,-9.4047e-01,+3.4722e-01,+1.9222e-02
99.05000,-9.4038e-01,+3.4774e-01,+1.9212e-02
99.10001,-9.4027e-01,+3.4823e-01,+1.9217e-02
99.15000,-9.4019e-01,+3.4864e-01,+1.9221e-02
99.20000,-9.4007e-01,+3.4907e-01,+1.9220e-02
99.25000,-9.3996e-01,+3.4956e-01,+1.9226e-02
99.30000,-9.3985e-01,+3.5003e-01,+1.9220e-02
99.35001,-9.3973e-01,+3.5047e-01,+1.9214e-02
99.40000,-9.3962e-01,+3.5090e-01,+1.9217e-02
99.45000,-9.3953e-01,+3.5131e-01,+1.9221e-02
99.50000,-9.3943e-01,+3.5178e-01,+1.9227e-02
99.55000,-9.3931e-01,+3.5223e-01,+1.9226e-02
99.60001,-9.3919e-01,+3.5266e-01,+1.9224e-02
99.65000,-9.3912e-01,+3.5310e-01,+1.9225e-02
99.70000,-9.3904e-01,+3.5357e-01,+1.9218e-02
99.75000,-9.3895e-01,+3.5405e-01,+1.9221e-02
99.80000,-9.3884e-01,+3.5450e-01,+1.9217e-02
99.85001,-9.3875e-01,+3.5494e-01,+1.9214e-02
99.90000,-9.3864e-01,+3.5537e-01,+1.9209e-02
99.95000,-9.3853e-01,+3.5586e-01,+1.9215e-02
100.00000,-9.3840e-01,+3.5632e-01,+1.9217e-02
100.05000,-9.3831e-01,+3.5678e-01,+1.9215e-02
100.10001,-9.3824e-01,+3.5720e-01,+1.9217e-02
100.15000,-9.3814e-01,+3.5761e-01,+1.9224e-02
100.20000,-9.3801e-01,+3.5808e-01,+1.9219e-02
100.25000,-9.3789e-01,+3.5859e-01,+1.9223e-02
100.30000,-9.3776e-01,+3.5904e-01,+1.9222e-02
100.35001,-9.3764e-01,+3.5944e-01,+1.9229e-02
100.40000,-9.3756e-01,+3.5996e-01,+1.9213e-02
100.45000,-9.3745e-01,+3.6043e-01,+1.9215e-02
100.50000,-9.3742e-01,+3.6083e-01,+1.9217e-02
100.55000,-9.3735e-01,+3.6128e-01,+1.9210e-02
100.60001,-9.3726e-01,+3.6176e-01,+1.9215e-02
100.65000,-9.3715e-01,+3.6222e-01,+1.9216e-02
100.70000,-9.3708e-01,+3.6267e-01,+1.9220e-02
100.75000,-9.3700e-01,+3.6309e-01,+1.9214e-02
100.80000,-9.3692e-01,+3.6349e-01,+1.9219e-02
100.85001,-9.3682e-01,+3.6396e-01,+1.9216e-02
100.90000,-9.3674e-01,+3.6442e-01,+1.9221e-02
100.95000,-9.3665e-01,+3.6487e-01,+1.9226e-02
101.00000,-9.3657e-01,+3.6530e-01,+1.9215e-02
101.05000,-9.3647e-01,+3.6571e-01,+1.9219e-02
101.10001,-9.3639e-01,+3.6618e-01,+1.9228e-02
101.15000,-9.3626e-01,+3.6665e-01,+1.9227e-02
101.20000,-9.3618e-01,+3.6711e-01,+1.9222e-02
101.25000,-9.3607e-01,+3.6755e-01,+1.9219e-02
101.30000,-9.3601e-01,+3.6796e-01,+1.9221e-02
101.35001,-9.3592e-01,+3.6837e-01,+1.9220e-02
101.40000,-9.3580e-01,+3.6884e-01,+1.9221e-02
101.45000,-9.3567e-01,+3.6931e-01,+1.9220e-02
101.50000,-9.3555e-01,+3.6976e-01,+1.9223e-02
101.55000,-9.3546e-01,+3.7021e-01,+1.9226e-02
101.60001,-9.3541e-01,+3.7063e-01,+1.9224e-02
101.65000,-9.3536e-01,+3.7106e-01,+1.9206e-02
101.70000,-9.3528e-01,+3.7156e-01,+1.9205e-02
101.75000,-9.3518e-01,+3.7203e-01,+1.9210e-02
101.80000,-9.3507e-01,+3.7247e-01,+1.9213e-02
101.85001,-9.3498e-01,+3.7290e-01,+1.9209e-02
101.90000,-9.3490e-01,+3.7330e-01,+1.9218e-02
101.95000,-9.3480e-01,+3.7375e-01,+1.9220e-02
102.00000,-9.3471e-01,+3.7422e-01,+1.9221e-02
102.05000,-9.3461e-01,+3.7466e-01,+1.9218e-02
102.10001,-9.3453e-01,+3.7509e-01,+1.9218e-02
102.15000,-9.3444e-01,+3.7550e-01,+1.9218e-02
102.20000,-9.3433e-01,+3.7594e-01,+1.9215e-02
102.25000,-9.3423e-01,+3.7642e-01,+1.9225e-02
102.30000,-9.3399e-01,+3.7739e-01,+1.9218e-02
102.35001,-9.3379e-01,+3.7792e-01,+1.9213e-02
102.40000,-9.3365e-01,+3.7828e-01,+1.9217e-02
102.45000,-9.3352e-01,+3.7871e-01,+1.9213e-02
102.50000,-9.3337e-01,+3.7912e-01,+1.9211e-02
102.55000,-9.3321e-01,+3.7960e-01,+1.9220e-02
102.60001,-9.3306e-01,+3.8003e-01,+1.9216e-02
102.65000,-9.3293e-01,+3.8038e-01,+1.9224e-02
102.70000,-9.3279e-01,+3.8079e-01,+1.9219e-02
102.75000,-9.3263e-01,+3.8123e-01,+1.9216e-02
102.80000,-9.3248e-01,+3.8166e-01,+1.9217e-02
102.85001,-9.3234e-01,+3.8206e-01,+1.9216e-02
102.90000,-9.3223e-01,+3.8246e-01,+1.9218e-02
102.95000,-9.3209e-01,+3.8287e-01,+1.9216e-02
103.00000,-9.3176e-01,+3.8391e-01,+1.9217e-02
103.05000,-9.3158e-01,+3.8448e-01,+1.9213e-02
103.10001,-9.3147e-01,+3.8488e-01,+1.9217e-02
103.15000,-9.3132e-01,+3.8537e-01,+1.9221e-02
103.20000,-9.3117e-01,+3.8583e-01,+1.9228e-02
103.25000,-9.3103e-01,+3.8629e-01,+1.9222e-02
103.30000,-9.3088e-01,+3.8673e-01,+1.9221e-02
103.35001,-9.3075e-01,+3.8723e-01,+1.9222e-02
103.40000,-9.3060e-01,+3.8773e-01,+1.9223e-02
103.45000,-9.3045e-01,+3.8819e-01,+1.9217e-02
103.50000,-9.3009e-01,+3.8922e-01,+1.9212e-02
103.55000,-9.2984e-01,+3.8977e-01,+1.9213e-02
103.60001,-9.2970e-01,+3.9017e-01,+1.9209e-02
103.65000,-9.2951e-01,+3.9062e-01,+1.9218e-02
103.70000,-9.2934e-01,+3.9106e-01,+1.9223e-02
103.75000,-9.2918e-01,+3.9147e-01,+1.9217e-02
103.80000,-9.2903e-01,+3.9186e-01,+1.9223e-02
103.85001,-9.2886e-01,+3.9227e-01,+1.9213e-02
103.90000,-9.2869e-01,+3.9274e-01,+1.9217e-02
103.95000,-9.2852e-01,+3.9321e-01,+1.9221e-02
104.00000,-9.2835e-01,+3.9366e-01,+1.9229e-02
104.05000,-9.2825e-01,+3.9411e-01,+1.9228e-02
104.10001,-9.2771e-01,+3.9570e-01,+1.9214e-02
104.15000,-9.2731e-01,+3.9689e-01,+1.9211e-02
104.20000,-9.2712e-01,+3.9738e-01,+1.9210e-02
104.25000,-9.2699e-01,+3.9777e-01,+1.9208e-02
104.30000,-9.2681e-01,+3.9822e-01,+1.9219e-02
104.35001,-9.2667e-01,+3.9867e-01,+1.9214e-02
104.40000,-9.2652e-01,+3.9909e-01,+1.9219e-02
104.45000,-9.2641e-01,+3.9949e-01,+1.9217e-02
104.50000,-9.2624e-01,+3.9992e-01,+1.9216e-02
104.55000,-9.2605e-01,+4.0037e-01,+1.9211e-02
104.60001,-9.2587e-01,+4.0081e-01,+1.9214e-02
104.65000,-9.2571e-01,+4.0124e-01,+1.9216e-02
104.70000,-9.2554e-01,+4.0163e-01,+1.9212e-02
104.75000,-9.2536e-01,+4.0211e-01,+1.9219e-02
104.80000,-9.2517e-01,+4.0257e-01,+1.9219e-02
104.85001,-9.2497e-01,+4.0302e-01,+1.9215e-02
104.90000,-9.2479e-01,+4.0341e-01,+1.9217e-02
104.95000,-9.2460e-01,+4.0381e-01,+1.9212e-02
105.00000,-9.2439e-01,+4.0427e-01,+1.9216e-02
105.05000,-9.2420e-01,+4.0471e-01,+1.9222e-02
105.10001,-9.2403e-01,+4.0513e-01,+1.9216e-02
105.15000,-9.2385e-01,+4.0553e-01,+1.9214e-02
105.20000,-9.2363e-01,+4.0594e-01,+1.9217e-02
