/Graph
Time (s),posX (Meters),posY (Meters),posZ (Meters)
415.39999,+9.0648e-01,-4.2927e-01,+1.9212e-02
415.44998,+9.0630e-01,-4.2975e-01,+1.9213e-02
415.49997,+9.0614e-01,-4.3022e-01,+1.9210e-02
415.54999,+9.0600e-01,-4.3059e-01,+1.9215e-02
415.60001,+9.0584e-01,-4.3104e-01,+1.9215e-02
415.64999,+9.0568e-01,-4.3150e-01,+1.9215e-02
415.69998,+9.0556e-01,-4.3196e-01,+1.9215e-02
415.75000,+9.0540e-01,-4.3238e-01,+1.9216e-02
415.80002,+9.0526e-01,-4.3279e-01,+1.9214e-02
415.84998,+9.0510e-01,-4.3323e-01,+1.9208e-02
415.89996,+9.0494e-01,-4.3371e-01,+1.9211e-02
415.94998,+9.0478e-01,-4.3415e-01,+1.9213e-02
416.00000,+9.0468e-01,-4.3455e-01,+1.9217e-02
416.04999,+9.0453e-01,-4.3501e-01,+1.9212e-02
416.09998,+9.0438e-01,-4.3548e-01,+1.9217e-02
416.14999,+9.0423e-01,-4.3594e-01,+1.9220e-02
416.20001,+9.0406e-01,-4.3636e-01,+1.9223e-02
416.25000,+9.0392e-01,-4.3677e-01,+1.9219e-02
416.29996,+9.0378e-01,-4.3717e-01,+1.9209e-02
416.34998,+9.0362e-01,-4.3765e-01,+1.9216e-02
416.39999,+9.0341e-01,-4.3811e-01,+1.9217e-02
416.44998,+9.0323e-01,-4.3855e-01,+1.9213e-02
416.49997,+9.0306e-01,-4.3898e-01,+1.9214e-02
416.54999,+9.0287e-01,-4.3939e-01,+1.9216e-02
416.60001,+9.0269e-01,-4.3984e-01,+1.9211e-02
416.64999,+9.0248e-01,-4.4031e-01,+1.9220e-02
416.69998,+9.0229e-01,-4.4078e-01,+1.9219e-02
416.75000,+9.0210e-01,-4.4123e-01,+1.9222e-02
416.80002,+9.0194e-01,-4.4165e-01,+1.9217e-02
416.84998,+9.0177e-01,-4.4205e-01,+1.9222e-02
416.89996,+9.0159e-01,-4.4249e-01,+1.9217e-02
416.94998,+9.0141e-01,-4.4296e-01,+1.9217e-02
417.00000,+9.0123e-01,-4.4342e-01,+1.9234e-02
417.04999,+9.0111e-01,-4.4384e-01,+1.9230e-02
417.09998,+9.0099e-01,-4.4420e-01,+1.9222e-02
417.14999,+9.0083e-01,-4.4459e-01,+1.9214e-02
417.20001,+9.0067e-01,-4.4507e-01,+1.9215e-02
417.25000,+9.0053e-01,-4.4546e-01,+1.9216e-02
417.29996,+9.0041e-01,-4.4583e-01,+1.9228e-02
417.34998,+9.0027e-01,-4.4628e-01,+1.9230e-02
417.39999,+9.0009e-01,-4.4667e-01,+1.9223e-02
417.44998,+8.9991e-01,-4.4705e-01,+1.9217e-02
417.49997,+8.9975e-01,-4.4744e-01,+1.9215e-02
417.54999,+8.9956e-01,-4.4790e-01,+1.9215e-02
417.60001,+8.9936e-01,-4.4831e-01,+1.9211e-02
417.64999,+8.9923e-01,-4.4866e-01,+1.9220e-02
417.69998,+8.9904e-01,-4.4912e-01,+1.9221e-02
417.75000,+8.9889e-01,-4.4958e-01,+1.9233e-02
417.80002,+8.9874e-01,-4.4996e-01,+1.9229e-02
417.84998,+8.9860e-01,-4.5030e-01,+1.9222e-02
417.89996,+8.9843e-01,-4.5073e-01,+1.9222e-02
417.94998,+8.9826e-01,-4.5117e-01,+1.9212e-02
418.00000,+8.9813e-01,-4.5151e-01,+1.9215e-02
418.04999,+8.9795e-01,-4.5197e-01,+1.9214e-02
418.09998,+8.9777e-01,-4.5243e-01,+1.9222e-02
418.14999,+8.9759e-01,-4.5288e-01,+1.9218e-02
418.20001,+8.9740e-01,-4.5332e-01,+1.9221e-02
418.25000,+8.9721e-01,-4.5372e-01,+1.9224e-02
418.29996,+8.9704e-01,-4.5413e-01,+1.9226e-02
418.34998,+8.9682e-01,-4.5460e-01,+1.9223e-02
418.39999,+8.9661e-01,-4.5504e-01,+1.9212e-02
418.44998,+8.9645e-01,-4.5548e-01,+1.9214e-02
418.49997,+8.9629e-01,-4.5590e-01,+1.9213e-02
418.54999,+8.9611e-01,-4.5633e-01,+1.9217e-02
418.60001,+8.9589e-01,-4.5679e-01,+1.9223e-02
418.64999,+8.9571e-01,-4.5724e-01,+1.9223e-02
418.69998,+8.9557e-01,-4.5769e-01,+1.9214e-02
418.75000,+8.9545e-01,-4.5812e-01,+1.9215e-02
418.80002,+8.9535e-01,-4.5855e-01,+1.9217e-02
418.84998,+8.9522e-01,-4.5905e-01,+1.9220e-02
418.89996,+8.9508e-01,-4.5954e-01,+1.9218e-02
418.94998,+8.9492e-01,-4.6000e-01,+1.9216e-02
419.00000,+8.9479e-01,-4.6045e-01,+1.9213e-02
419.04999,+8.9464e-01,-4.6087e-01,+1.9216e-02
419.09998,+8.9422e-01,-4.6183e-01,+1.9210e-02
419.14999,+8.9398e-01,-4.6239e-01,+1.9212e-02
419.20001,+8.9383e-01,-4.6277e-01,+1.9211e-02
419.25000,+8.9365e-01,-4.6327e-01,+1.9217e-02
419.29996,+8.9349e-01,-4.6371e-01,+1.9210e-02
419.34998,+8.9335e-01,-4.6409e-01,+1.9216e-02
419.39999,+8.9319e-01,-4.6456e-01,+1.9207e-02
419.44998,+8.9303e-01,-4.6502e-01,+1.9212e-02
419.49997,+8.9285e-01,-4.6548e-01,+1.9215e-02
419.54999,+8.9267e-01,-4.6592e-01,+1.9215e-02
419.60001,+8.9253e-01,-4.6634e-01,+1.9216e-02
419.64999,+8.9212e-01,-4.6736e-01,+1.9219e-02
419.69998,+8.9190e-01,-4.6790e-01,+1.9209e-02
419.75000,+8.9174e-01,-4.6830e-01,+1.9205e-02
419.80002,+8.9157e-01,-4.6878e-01,+1.9215e-02
419.84998,+8.9140e-01,-4.6925e-01,+1.9217e-02
419.89996,+8.9124e-01,-4.6970e-01,+1.9223e-02
419.94998,+8.9108e-01,-4.7012e-01,+1.9221e-02
420.00000,+8.9061e-01,-4.7110e-01,+1.9218e-02
420.04999,+8.9034e-01,-4.7159e-01,+1.9210e-02
420.09998,+8.9015e-01,-4.7200e-01,+1.9209e-02
420.14999,+8.8992e-01,-4.7246e-01,+1.9215e-02
420.20001,+8.8973e-01,-4.7289e-01,+1.9223e-02
420.25000,+8.8957e-01,-4.7325e-01,+1.9216e-02
420.29996,+8.8934e-01,-4.7370e-01,+1.9214e-02
420.34998,+8.8913e-01,-4.7414e-01,+1.9219e-02
420.39999,+8.8894e-01,-4.7457e-01,+1.9220e-02
420.44998,+8.8875e-01,-4.7499e-01,+1.9217e-02
420.49997,+8.8856e-01,-4.7543e-01,+1.9216e-02
420.54999,+8.8835e-01,-4.7591e-01,+1.9211e-02
420.60001,+8.8789e-01,-4.7691e-01,+1.9214e-02
420.64999,+8.8765e-01,-4.7743e-01,+1.9217e-02
420.69998,+8.8748e-01,-4.7783e-01,+1.9215e-02
420.75000,+8.8724e-01,-4.7831e-01,+1.9220e-02
420.80002,+8.8706e-01,-4.7869e-01,+1.9224e-02
420.84998,+8.8685e-01,-4.7912e-01,+1.9220e-02
420.89996,+8.8668e-01,-4.7961e-01,+1.9223e-02
420.94998,+8.8648e-01,-4.8006e-01,+1.9222e-02
421.00000,+8.8629e-01,-4.8048e-01,+1.9225e-02
421.04999,+8.8611e-01,-4.8088e-01,+1.9222e-02
421.09998,+8.8592e-01,-4.8127e-01,+1.9223e-02
421.14999,+8.8573e-01,-4.8171e-01,+1.9217e-02
421.20001,+8.8552e-01,-4.8215e-01,+1.9220e-02
421.25000,+8.8534e-01,-4.8257e-01,+1.9221e-02
421.29996,+8.8514e-01,-4.8296e-01,+1.9214e-02
421.34998,+8.8497e-01,-4.8335e-01,+1.9221e-02
421.39999,+8.8472e-01,-4.8381e-01,+1.9222e-02
421.44998,+8.8447e-01,-4.8423e-01,+1.9223e-02
421.49997,+8.8424e-01,-4.8464e-01,+1.9221e-02
421.54999,+8.8401e-01,-4.8504e-01,+1.9224e-02
421.60001,+8.8378e-01,-4.8552e-01,+1.9224e-02
421.64999,+8.8354e-01,-4.8597e-01,+1.9220e-02
421.69998,+8.8332e-01,-4.8638e-01,+1.9225e-02
421.75000,+8.8311e-01,-4.8675e-01,+1.9231e-02
421.80002,+8.8290e-01,-4.8718e-01,+1.9224e-02
421.84998,+8.8270e-01,-4.8763e-01,+1.9229e-02
421.89996,+8.8220e-01,-4.8864e-01,+1.9213e-02
421.94998,+8.8191e-01,-4.8916e-01,+1.9211e-02
422.00000,+8.8172e-01,-4.8953e-01,+1.9216e-02
422.04999,+8.8150e-01,-4.9000e-01,+1.9220e-02
422.09998,+8.8128e-01,-4.9044e-01,+1.9219e-02
422.14999,+8.8106e-01,-4.9090e-01,+1.9228e-02
422.20001,+8.8026e-01,-4.9242e-01,+1.9214e-02
422.25000,+8.7995e-01,-4.9297e-01,+1.9204e-02
422.29996,+8.7972e-01,-4.9337e-01,+1.9207e-02
422.34998,+8.7947e-01,-4.9382e-01,+1.9206e-02
422.39999,+8.7927e-01,-4.9419e-01,+1.9211e-02
422.44998,+8.7903e-01,-4.9460e-01,+1.9209e-02
422.49997,+8.7878e-01,-4.9502e-01,+1.9217e-02
422.54999,+8.7853e-01,-4.9542e-01,+1.9223e-02
422.60001,+8.7830e-01,-4.9581e-01,+1.9220e-02
422.64999,+8.7805e-01,-4.9625e-01,+1.9218e-02
422.69998,+8.7778e-01,-4.9667e-01,+1.9217e-02
422.75000,+8.7755e-01,-4.9708e-01,+1.9225e-02
422.80002,+8.7730e-01,-4.9746e-01,+1.9229e-02
422.84998,+8.7700e-01,-4.9788e-01,+1.9216e-02
422.89996,+8.7675e-01,-4.9833e-01,+1.9226e-02
422.94998,+8.7649e-01,-4.9875e-01,+1.9219e-02
423.00000,+8.7626e-01,-4.9916e-01,+1.9217e-02
423.04999,+8.7605e-01,-4.9956e-01,+1.9222e-02
423.09998,+8.7583e-01,-4.9996e-01,+1.9223e-02
423.14999,+8.7559e-01,-5.0043e-01,+1.9227e-02
423.20001,+8.7536e-01,-5.0084e-01,+1.9227e-02
423.25000,+8.7517e-01,-5.0120e-01,+1.9235e-02
423.29996,+8.7488e-01,-5.0169e-01,+1.9224e-02
423.34998,+8.7462e-01,-5.0215e-01,+1.9218e-02
423.39999,+8.7439e-01,-5.0250e-01,+1.9213e-02
423.44998,+8.7414e-01,-5.0293e-01,+1.9217e-02
423.49997,+8.7386e-01,-5.0336e-01,+1.9216e-02
423.54999,+8.7362e-01,-5.0378e-01,+1.9216e-02
423.60001,+8.7336e-01,-5.0417e-01,+1.9212e-02
423.64999,+8.7313e-01,-5.0457e-01,+1.9224e-02
423.69998,+8.7288e-01,-5.0501e-01,+1.9218e-02
423.75000,+8.7261e-01,-5.0546e-01,+1.9221e-02
423.80002,+8.7237e-01,-5.0586e-01,+1.9230e-02
423.84998,+8.7214e-01,-5.0622e-01,+1.9223e-02
423.89996,+8.7190e-01,-5.0664e-01,+1.9220e-02
423.94998,+8.7167e-01,-5.0706e-01,+1.9222e-02
424.00000,+8.7144e-01,-5.0746e-01,+1.9226e-02
424.04999,+8.7119e-01,-5.0784e-01,+1.9231e-02
424.09998,+8.7095e-01,-5.0830e-01,+1.9221e-02
424.14999,+8.7071e-01,-5.0875e-01,+1.9227e-02
424.20001,+8.7056e-01,-5.0913e-01,+1.9213e-02
424.25000,+8.6977e-01,-5.1058e-01,+1.9216e-02
424.29996,+8.6914e-01,-5.1168e-01,+1.9206e-02
424.34998,+8.6887e-01,-5.1212e-01,+1.9217e-02
424.39999,+8.6864e-01,-5.1250e-01,+1.9211e-02
424.44998,+8.6837e-01,-5.1294e-01,+1.9212e-02
424.49997,+8.6809e-01,-5.1336e-01,+1.9220e-02
424.54999,+8.6780e-01,-5.1375e-01,+1.9220e-02
424.60001,+8.6753e-01,-5.1412e-01,+1.9225e-02
424.64999,+8.6729e-01,-5.1449e-01,+1.9221e-02
424.69998,+8.6701e-01,-5.1492e-01,+1.9212e-02
424.75000,+8.6673e-01,-5.1535e-01,+1.9221e-02
424.80002,+8.6645e-01,-5.1578e-01,+1.9218e-02
424.84998,+8.6619e-01,-5.1617e-01,+1.9218e-02
424.89996,+8.6596e-01,-5.1655e-01,+1.9217e-02
424.94998,+8.6573e-01,-5.1692e-01,+1.9223e-02
425.00000,+8.6545e-01,-5.1737e-01,+1.9229e-02
425.04999,+8.6518e-01,-5.1780e-01,+1.9226e-02
425.09998,+8.6493e-01,-5.1822e-01,+1.9233e-02
425.14999,+8.6469e-01,-5.1860e-01,+1.9218e-02
425.20001,+8.6446e-01,-5.1897e-01,+1.9215e-02
425.25000,+8.6423e-01,-5.1936e-01,+1.9200e-02
425.29996,+8.6397e-01,-5.1979e-01,+1.9209e-02
425.34998,+8.6371e-01,-5.2019e-01,+1.9214e-02
425.39999,+8.6346e-01,-5.2058e-01,+1.9210e-02
425.44998,+8.6324e-01,-5.2096e-01,+1.9213e-02
425.49997,+8.6303e-01,-5.2133e-01,+1.9212e-02
425.54999,+8.6279e-01,-5.2175e-01,+1.9221e-02
425.60001,+8.6255e-01,-5.2216e-01,+1.9220e-02
425.64999,+8.6231e-01,-5.2255e-01,+1.9217e-02
425.69998,+8.6206e-01,-5.2291e-01,+1.9217e-02
425.75000,+8.6184e-01,-5.2330e-01,+1.9206e-02
425.80002,+8.6158e-01,-5.2372e-01,+1.9210e-02
425.84998,+8.6135e-01,-5.2413e-01,+1.9213e-02
425.89996,+8.6112e-01,-5.2453e-01,+1.9218e-02
425.94998,+8.6090e-01,-5.2490e-01,+1.9214e-02
426.00000,+8.6068e-01,-5.2528e-01,+1.9217e-02
426.04999,+8.6043e-01,-5.2569e-01,+1.9214e-02
426.09998,+8.6019e-01,-5.2608e-01,+1.9217e-02
426.14999,+8.5996e-01,-5.2645e-01,+1.9215e-02
426.20001,+8.5937e-01,-5.2738e-01,+1.9215e-02
426.25000,+8.5904e-01,-5.2784e-01,+1.9209e-02
426.29996,+8.5881e-01,-5.2821e-01,+1.9206e-02
426.34998,+8.5856e-01,-5.2864e-01,+1.9214e-02
426.39999,+8.5830e-01,-5.2906e-01,+1.9220e-02
426.44998,+8.5805e-01,-5.2947e-01,+1.9211e-02
426.49997,+8.5780e-01,-5.2986e-01,+1.9220e-02
426.54999,+8.5755e-01,-5.3023e-01,+1.9222e-02
426.60001,+8.5730e-01,-5.3065e-01,+1.9224e-02
426.64999,+8.5704e-01,-5.3105e-01,+1.9229e-02
426.69998,+8.5672e-01,-5.3141e-01,+1.9229e-02
426.75000,+8.5645e-01,-5.3178e-01,+1.9222e-02
426.80002,+8.5614e-01,-5.3223e-01,+1.9227e-02
426.84998,+8.5586e-01,-5.3267e-01,+1.9223e-02
426.89996,+8.5560e-01,-5.3306e-01,+1.9218e-02
426.94998,+8.5536e-01,-5.3340e-01,+1.9216e-02
427.00000,+8.5510e-01,-5.3379e-01,+1.9219e-02
427.04999,+8.5486e-01,-5.3420e-01,+1.9221e-02
427.09998,+8.5462e-01,-5.3463e-01,+1.9226e-02
427.14999,+8.5435e-01,-5.3505e-01,+1.9223e-02
427.20001,+8.5353e-01,-5.3644e-01,+1.9219e-02
427.25000,+8.5318e-01,-5.3702e-01,+1.9214e-02
427.29996,+8.5294e-01,-5.3740e-01,+1.9202e-02
427.34998,+8.5268e-01,-5.3785e-01,+1.9216e-02
427.39999,+8.5241e-01,-5.3830e-01,+1.9232e-02
427.44998,+8.5216e-01,-5.3870e-01,+1.9220e-02
427.49997,+8.5193e-01,-5.3910e-01,+1.9218e-02
427.54999,+8.5170e-01,-5.3948e-01,+1.9220e-02
427.60001,+8.5143e-01,-5.3991e-01,+1.9217e-02
427.64999,+8.5116e-01,-5.4035e-01,+1.9220e-02
427.69998,+8.5093e-01,-5.4078e-01,+1.9215e-02
427.75000,+8.5070e-01,-5.4118e-01,+1.9222e-02
427.80002,+8.5049e-01,-5.4158e-01,+1.9218e-02
427.84998,+8.5022e-01,-5.4205e-01,+1.9218e-02
427.89996,+8.4999e-01,-5.4250e-01,+1.9214e-02
427.94998,+8.4974e-01,-5.4292e-01,+1.9224e-02
428.00000,+8.4950e-01,-5.4332e-01,+1.9227e-02
428.04999,+8.4927e-01,-5.4371e-01,+1.9232e-02
428.09998,+8.4898e-01,-5.4412e-01,+1.9218e-02
428.14999,+8.4868e-01,-5.4454e-01,+1.9214e-02
428.20001,+8.4841e-01,-5.4495e-01,+1.9219e-02
428.25000,+8.4749e-01,-5.4640e-01,+1.9221e-02
428.29996,+8.4715e-01,-5.4694e-01,+1.9211e-02
428.34998,+8.4689e-01,-5.4733e-01,+1.9209e-02
428.39999,+8.4662e-01,-5.4777e-01,+1.9216e-02
428.44998,+8.4637e-01,-5.4815e-01,+1.9209e-02
428.49997,+8.4614e-01,-5.4850e-01,+1.9216e-02
428.54999,+8.4585e-01,-5.4891e-01,+1.9215e-02
428.60001,+8.4557e-01,-5.4930e-01,+1.9215e-02
428.64999,+8.4532e-01,-5.4969e-01,+1.9214e-02
428.69998,+8.4504e-01,-5.5007e-01,+1.9215e-02
428.75000,+8.4473e-01,-5.5049e-01,+1.9214e-02
428.80002,+8.4446e-01,-5.5089e-01,+1.9213e-02
428.84998,+8.4422e-01,-5.5119e-01,+1.9213e-02
428.89996,+8.4394e-01,-5.5157e-01,+1.9214e-02
428.94998,+8.4367e-01,-5.5198e-01,+1.9213e-02
429.00000,+8.4344e-01,-5.5231e-01,+1.9211e-02
429.04999,+8.4318e-01,-5.5270e-01,+1.9211e-02
429.09998,+8.4293e-01,-5.5312e-01,+1.9221e-02
429.14999,+8.4268e-01,-5.5350e-01,+1.9234e-02
429.20001,+8.4246e-01,-5.5385e-01,+1.9220e-02
429.25000,+8.4227e-01,-5.5416e-01,+1.9230e-02
429.29996,+8.4202e-01,-5.5457e-01,+1.9227e-02
429.34998,+8.4177e-01,-5.5495e-01,+1.9223e-02
429.39999,+8.4151e-01,-5.5531e-01,+1.9226e-02
429.44998,+8.4128e-01,-5.5566e-01,+1.9219e-02
429.49997,+8.4042e-01,-5.5708e-01,+1.9213e-02
429.54999,+8.3976e-01,-5.5814e-01,+1.9209e-02
429.60001,+8.3946e-01,-5.5858e-01,+1.9201e-02
429.64999,+8.3925e-01,-5.5894e-01,+1.9201e-02
429.69998,+8.3898e-01,-5.5936e-01,+1.9210e-02
429.75000,+8.3871e-01,-5.5974e-01,+1.9208e-02
429.80002,+8.3848e-01,-5.6005e-01,+1.9222e-02
429.84998,+8.3824e-01,-5.6043e-01,+1.9217e-02
429.89996,+8.3797e-01,-5.6083e-01,+1.9221e-02
429.94998,+8.3773e-01,-5.6121e-01,+1.9221e-02
430.00000,+8.3752e-01,-5.6160e-01,+1.9233e-02
430.04999,+8.3729e-01,-5.6195e-01,+1.9226e-02
430.09998,+8.3637e-01,-5.6328e-01,+1.9217e-02
430.14999,+8.3602e-01,-5.6384e-01,+1.9213e-02
430.20001,+8.3579e-01,-5.6421e-01,+1.9209e-02
430.25000,+8.3552e-01,-5.6464e-01,+1.9220e-02
430.29996,+8.3527e-01,-5.6506e-01,+1.9222e-02
430.34998,+8.3502e-01,-5.6545e-01,+1.9229e-02
430.39999,+8.3478e-01,-5.6584e-01,+1.9221e-02
430.44998,+8.3455e-01,-5.6619e-01,+1.9228e-02
430.49997,+8.3428e-01,-5.6659e-01,+1.9224e-02
430.54999,+8.3403e-01,-5.6702e-01,+1.9223e-02
430.60001,+8.3377e-01,-5.6743e-01,+1.9230e-02
430.64999,+8.3315e-01,-5.6824e-01,+1.9223e-02
430.69998,+8.3280e-01,-5.6871e-01,+1.9212e-02
430.75000,+8.3256e-01,-5.6908e-01,+1.9210e-02
430.80002,+8.3227e-01,-5.6950e-01,+1.9216e-02
430.84998,+8.3200e-01,-5.6991e-01,+1.9218e-02
430.89996,+8.3170e-01,-5.7029e-01,+1.9218e-02
430.94998,+8.3141e-01,-5.7065e-01,+1.9209e-02
431.00000,+8.3114e-01,-5.7108e-01,+1.9208e-02
431.04999,+8.3085e-01,-5.7150e-01,+1.9214e-02
431.09998,+8.3057e-01,-5.7192e-01,+1.9213e-02
431.14999,+8.3031e-01,-5.7231e-01,+1.9224e-02
431.20001,+8.3004e-01,-5.7265e-01,+1.9215e-02
431.25000,+8.2976e-01,-5.7298e-01,+1.9211e-02
431.29996,+8.2945e-01,-5.7340e-01,+1.9222e-02
431.34998,+8.2915e-01,-5.7381e-01,+1.9223e-02
431.39999,+8.2890e-01,-5.7416e-01,+1.9224e-02
431.44998,+8.2868e-01,-5.7451e-01,+1.9226e-02
431.49997,+8.2851e-01,-5.7495e-01,+1.9232e-02
431.54999,+8.2831e-01,-5.7535e-01,+1.9222e-02
431.60001,+8.2807e-01,-5.7576e-01,+1.9220e-02
431.64999,+8.2783e-01,-5.7617e-01,+1.9215e-02
431.69998,+8.2761e-01,-5.7657e-01,+1.9226e-02
431.75000,+8.2739e-01,-5.7695e-01,+1.9226e-02
431.80002,+8.2719e-01,-5.7731e-01,+1.9224e-02
431.84998,+8.2699e-01,-5.7765e-01,+1.9218e-02
431.89996,+8.2674e-01,-5.7804e-01,+1.9220e-02
431.94998,+8.2648e-01,-5.7845e-01,+1.9211e-02
432.00000,+8.2622e-01,-5.7883e-01,+1.9222e-02
432.04999,+8.2597e-01,-5.7919e-01,+1.9232e-02
432.09998,+8.2578e-01,-5.7955e-01,+1.9226e-02
432.14999,+8.2554e-01,-5.7995e-01,+1.9220e-02
432.20001,+8.2530e-01,-5.8036e-01,+1.9224e-02
432.25000,+8.2509e-01,-5.8076e-01,+1.9221e-02
432.29996,+8.2488e-01,-5.8116e-01,+1.9220e-02
432.34998,+8.2465e-01,-5.8158e-01,+1.9212e-02
432.39999,+8.2438e-01,-5.8204e-01,+1.9218e-02
432.44998,+8.2413e-01,-5.8245e-01,+1.9219e-02
432.49997,+8.2356e-01,-5.8335e-01,+1.9218e-02
432.54999,+8.2321e-01,-5.8378e-01,+1.9212e-02
432.60001,+8.2294e-01,-5.8414e-01,+1.9196e-02
432.64999,+8.2263e-01,-5.8456e-01,+1.9207e-02
432.69998,+8.2238e-01,-5.8490e-01,+1.9215e-02
432.75000,+8.2212e-01,-5.8530e-01,+1.9221e-02
432.80002,+8.2185e-01,-5.8574e-01,+1.9222e-02
432.84998,+8.2156e-01,-5.8614e-01,+1.9226e-02
432.89996,+8.2126e-01,-5.8648e-01,+1.9221e-02
432.94998,+8.2099e-01,-5.8683e-01,+1.9214e-02
433.00000,+8.2072e-01,-5.8714e-01,+1.9212e-02
433.04999,+8.2043e-01,-5.8750e-01,+1.9218e-02
433.09998,+8.2012e-01,-5.8786e-01,+1.9213e-02
433.14999,+8.1982e-01,-5.8822e-01,+1.9214e-02
433.20001,+8.1954e-01,-5.8855e-01,+1.9211e-02
433.25000,+8.1928e-01,-5.8889e-01,+1.9211e-02
433.29996,+8.1901e-01,-5.8925e-01,+1.9204e-02
433.34998,+8.1872e-01,-5.8963e-01,+1.9209e-02
433.39999,+8.1843e-01,-5.8999e-01,+1.9213e-02
433.44998,+8.1817e-01,-5.9035e-01,+1.9218e-02
433.49997,+8.1790e-01,-5.9066e-01,+1.9216e-02
433.54999,+8.1760e-01,-5.9100e-01,+1.9207e-02
433.60001,+8.1729e-01,-5.9138e-01,+1.9214e-02
433.64999,+8.1702e-01,-5.9171e-01,+1.9219e-02
433.69998,+8.1677e-01,-5.9203e-01,+1.9216e-02
433.75000,+8.1649e-01,-5.9243e-01,+1.9217e-02
433.80002,+8.1619e-01,-5.9279e-01,+1.9213e-02
433.84998,+8.1589e-01,-5.9312e-01,+1.9220e-02
433.89996,+8.1564e-01,-5.9347e-01,+1.9217e-02
433.94998,+8.1541e-01,-5.9383e-01,+1.9216e-02
434.00000,+8.1512e-01,-5.9425e-01,+1.9225e-02
434.04999,+8.1417e-01,-5.9561e-01,+1.9230e-02
434.09998,+8.1376e-01,-5.9619e-01,+1.9228e-02
434.14999,+8.1351e-01,-5.9654e-01,+1.9218e-02
434.20001,+8.1319e-01,-5.9696e-01,+1.9220e-02
434.25000,+8.1288e-01,-5.9738e-01,+1.9224e-02
434.29996,+8.1260e-01,-5.9773e-01,+1.9221e-02
434.34998,+8.1233e-01,-5.9811e-01,+1.9214e-02
434.39999,+8.1200e-01,-5.9853e-01,+1.9217e-02
434.44998,+8.1172e-01,-5.9891e-01,+1.9210e-02
434.49997,+8.1146e-01,-5.9925e-01,+1.9211e-02
434.54999,+8.1114e-01,-5.9968e-01,+1.9211e-02
434.60001,+8.1086e-01,-6.0007e-01,+1.9210e-02
434.64999,+8.1062e-01,-6.0037e-01,+1.9209e-02
434.69998,+8.1034e-01,-6.0077e-01,+1.9206e-02
434.75000,+8.1004e-01,-6.0115e-01,+1.9218e-02
434.80002,+8.0975e-01,-6.0151e-01,+1.9219e-02
434.84998,+8.0949e-01,-6.0185e-01,+1.9209e-02
434.89996,+8.0923e-01,-6.0219e-01,+1.9221e-02
434.94998,+8.0893e-01,-6.0254e-01,+1.9218e-02
435.00000,+8.0865e-01,-6.0292e-01,+1.9219e-02
435.04999,+8.0836e-01,-6.0329e-01,+1.9214e-02
435.09998,+8.0810e-01,-6.0368e-01,+1.9221e-02
435.14999,+8.0785e-01,-6.0405e-01,+1.9229e-02
435.20001,+8.0721e-01,-6.0495e-01,+1.9218e-02
435.25000,+8.0687e-01,-6.0538e-01,+1.9210e-02
435.29996,+8.0660e-01,-6.0573e-01,+1.9202e-02
435.34998,+8.0631e-01,-6.0614e-01,+1.9214e-02
435.39999,+8.0602e-01,-6.0652e-01,+1.9222e-02
435.44998,+8.0575e-01,-6.0690e-01,+1.9217e-02
435.49997,+8.0550e-01,-6.0726e-01,+1.9222e-02
435.54999,+8.0526e-01,-6.0763e-01,+1.9222e-02
435.60001,+8.0499e-01,-6.0802e-01,+1.9225e-02
435.64999,+8.0475e-01,-6.0843e-01,+1.9220e-02
435.69998,+8.0451e-01,-6.0881e-01,+1.9238e-02
435.75000,+8.0423e-01,-6.0917e-01,+1.9221e-02
435.80002,+8.0395e-01,-6.0946e-01,+1.9223e-02
435.84998,+8.0364e-01,-6.0980e-01,+1.9224e-02
435.89996,+8.0334e-01,-6.1017e-01,+1.9216e-02
435.94998,+8.0303e-01,-6.1050e-01,+1.9213e-02
436.00000,+8.0276e-01,-6.1084e-01,+1.9209e-02
436.04999,+8.0249e-01,-6.1117e-01,+1.9217e-02
436.09998,+8.0218e-01,-6.1156e-01,+1.9214e-02
436.14999,+8.0188e-01,-6.1195e-01,+1.9217e-02
436.20001,+8.0158e-01,-6.1232e-01,+1.9223e-02
436.25000,+8.0129e-01,-6.1267e-01,+1.9222e-02
436.29996,+8.0103e-01,-6.1301e-01,+1.9219e-02
436.34998,+8.0073e-01,-6.1341e-01,+1.9226e-02
436.39999,+8.0042e-01,-6.1380e-01,+1.9222e-02
436.44998,+8.0010e-01,-6.1420e-01,+1.9221e-02
436.49997,+7.9979e-01,-6.1456e-01,+1.9216e-02
436.54999,+7.9952e-01,-6.1492e-01,+1.9209e-02
436.60001,+7.9925e-01,-6.1526e-01,+1.9217e-02
436.64999,+7.9898e-01,-6.1564e-01,+1.9216e-02
436.69998,+7.9866e-01,-6.1604e-01,+1.9221e-02
436.75000,+7.9839e-01,-6.1637e-01,+1.9212e-02
436.80002,+7.9813e-01,-6.1670e-01,+1.9214e-02
436.84998,+7.9780e-01,-6.1711e-01,+1.9214e-02
436.89996,+7.9748e-01,-6.1749e-01,+1.9218e-02
436.94998,+7.9723e-01,-6.1783e-01,+1.9209e-02
437.00000,+7.9625e-01,-6.1917e-01,+1.9213e-02
437.04999,+7.9585e-01,-6.1968e-01,+1.9215e-02
437.09998,+7.9560e-01,-6.2003e-01,+1.9209e-02
437.14999,+7.9529e-01,-6.2042e-01,+1.9210e-02
