bc/prob_true_act,bc/ent_loss,bc/samples_so_far,bc/loss,bc/epoch_num,bc/l2_loss,bc/neglogp,bc/entropy,bc/l2_norm,bc/batch_num
72446.7578125,0.010193168185651302,588028,-11.180397033691406,21000,0.0,-11.190589904785156,-10.193167686462402,152.42037963867188,21001
73664.234375,0.010238769464194775,602028,-11.196359634399414,21500,0.0,-11.206598281860352,-10.238768577575684,152.96998596191406,21501
88863.7109375,0.01039595901966095,616028,-11.384461402893066,22000,0.0,-11.394857406616211,-10.39595890045166,154.14120483398438,22001
88280.9609375,0.01039103139191866,630028,-11.377881050109863,22500,0.0,-11.388272285461426,-10.391031265258789,154.42724609375,22501
21717.806640625,0.010434119962155819,644028,-9.69676399230957,23000,0.0,-9.707198143005371,-10.43411922454834,155.01571655273438,23001
102931.9296875,0.010543279349803925,658028,-11.531278610229492,23500,0.0,-11.541821479797363,-10.543278694152832,155.91429138183594,23501
102548.6484375,0.01054038479924202,672028,-11.527544975280762,24000,0.0,-11.538084983825684,-10.540384292602539,156.28021240234375,24001
114134.5859375,0.010646683163940907,686028,-11.634481430053711,24500,0.0,-11.64512825012207,-10.646682739257812,157.18324279785156,24501
112479.828125,0.010632043704390526,700028,-11.619892120361328,25000,0.0,-11.630524635314941,-10.63204288482666,157.45291137695312,25001
31997.44921875,0.010639055632054806,714028,-10.139756202697754,25500,0.0,-10.150395393371582,-10.639055252075195,157.9219970703125,25501
123844.4453125,0.01072789542376995,728028,-11.716053009033203,26000,0.0,-11.726780891418457,-10.72789478302002,158.7698211669922,26001
118434.765625,0.010696657001972198,742028,-11.671377182006836,26500,0.0,-11.682073593139648,-10.696656227111816,159.03326416015625,26501
127617.9140625,0.010757668875157833,756028,-11.7460355758667,27000,0.0,-11.756793022155762,-10.757668495178223,159.72711181640625,27001
2.7852933208601125e-24,0.01082666963338852,770028,68.2135009765625,27500,0.0,68.20267486572266,-10.826668739318848,160.46615600585938,27501
67734.765625,0.01077219657599926,784028,-11.050326347351074,28000,0.0,-11.061098098754883,-10.772195816040039,160.6520538330078,28001
139987.734375,0.010849843733012676,798028,-11.838459968566895,28500,0.0,-11.849309921264648,-10.84984302520752,161.4160919189453,28501
97104.328125,0.010785212740302086,812028,-11.47059440612793,29000,0.0,-11.481379508972168,-10.785212516784668,161.45693969726562,29001
145226.03125,0.010886592790484428,826028,-11.875160217285156,29500,0.0,-11.886046409606934,-10.886591911315918,162.3737335205078,29501
138911.703125,0.01084189023822546,840028,-11.830750465393066,30000,0.0,-11.841592788696289,-10.841889381408691,162.55282592773438,30001
0.9267430901527405,0.01089403685182333,854028,0.5369762182235718,30500,0.0,0.5260821580886841,-10.894036293029785,163.20098876953125,30501
148373.203125,0.01090769562870264,868028,-11.896578788757324,31000,0.0,-11.907486915588379,-10.907694816589355,163.68357849121094,31001
142446.015625,0.010866989381611347,882028,-11.855850219726562,31500,0.0,-11.866717338562012,-10.866989135742188,163.84068298339844,31501
154906.734375,0.010950727388262749,896028,-11.939626693725586,32000,0.0,-11.950577735900879,-10.950726509094238,164.69236755371094,32001
125584.0078125,0.010888686403632164,910028,-11.729337692260742,32500,0.0,-11.740226745605469,-10.888686180114746,164.81320190429688,32501
153260.71875,0.010939992032945156,924028,-11.928956031799316,33000,0.0,-11.939895629882812,-10.93999195098877,165.4315643310547,33001
115033.109375,0.010877045802772045,938028,-11.641491889953613,33500,0.0,-11.652368545532227,-10.877045631408691,165.49073791503906,33501
141.24752807617188,0.010957296937704086,952028,-4.327071189880371,34000,0.0,-4.338028430938721,-10.957296371459961,166.333251953125,34001
159372.25,0.010979052633047104,966028,-11.968019485473633,34500,0.0,-11.978998184204102,-10.979052543640137,166.78756713867188,34501
156625.0,0.01096165832132101,980028,-11.950647354125977,35000,0.0,-11.96160888671875,-10.961657524108887,167.15249633789062,35001
161351.328125,0.010991374030709267,994028,-11.980347633361816,35500,0.0,-11.991338729858398,-10.991373062133789,167.67645263671875,35501
102102.4453125,0.011033066548407078,1008028,-11.516732215881348,36000,0.0,-11.527765274047852,-11.033065795898438,168.26441955566406,36001
157140.375,0.010965781286358833,1022028,-11.953929901123047,36500,0.0,-11.964895248413086,-10.965781211853027,168.25999450683594,36501
170597.578125,0.01104708481580019,1036028,-12.036015510559082,37000,0.0,-12.047062873840332,-11.047083854675293,169.11444091796875,37001
118666.75,0.010960393585264683,1050028,-11.672520637512207,37500,0.0,-11.683481216430664,-10.960392951965332,169.05673217773438,37501
162798.640625,0.011005351319909096,1064028,-11.989263534545898,38000,0.0,-12.000268936157227,-11.005351066589355,169.72628784179688,38001
175426.359375,0.011077724397182465,1078028,-12.063894271850586,38500,0.0,-12.074972152709961,-11.077723503112793,170.49317932128906,38501
172531.265625,0.011058341711759567,1092028,-12.047274589538574,39000,0.0,-12.058333396911621,-11.058341026306152,171.18966674804688,39001
169184.25,0.011038749478757381,1106028,-12.027704238891602,39500,0.0,-12.038743019104004,-11.038748741149902,171.4986572265625,39501
166813.875,0.011024650186300278,1120028,-12.0136079788208,40000,0.0,-12.024632453918457,-11.024649620056152,171.8694305419922,40001
19459.123046875,0.011101309210062027,1134028,-9.726513862609863,40500,0.0,-9.737615585327148,-11.101308822631836,172.63348388671875,40501
170023.09375,0.011044486425817013,1148028,-12.032644271850586,41000,0.0,-12.043688774108887,-11.044486045837402,172.75823974609375,41001
180995.375,0.011110326275229454,1162028,-12.095110893249512,41500,0.0,-12.106221199035645,-11.110325813293457,173.50619506835938,41501
51263.78125,0.011054974980652332,1176028,-10.763188362121582,42000,0.0,-10.774243354797363,-11.054974555969238,173.72145080566406,42001
176004.46875,0.011078267358243465,1190028,-12.067187309265137,42500,0.0,-12.078265190124512,-11.078267097473145,174.2589569091797,42501
166798.171875,0.011025155894458294,1204028,-12.013513565063477,43000,0.0,-12.02453899383545,-11.025155067443848,174.5806884765625,43001
175408.828125,0.01107487641274929,1218028,-12.063799858093262,43500,0.0,-12.074874877929688,-11.074875831604004,175.21302795410156,43501
183678.53125,0.011120946146547794,1232028,-12.109821319580078,44000,0.0,-12.120942115783691,-11.120945930480957,175.86309814453125,44001
38573.4453125,0.011099095456302166,1246028,-10.54482650756836,44500,0.0,-10.555925369262695,-11.099095344543457,176.19216918945312,44501
66128.5078125,0.011033386923372746,1260028,-11.013298034667969,45000,0.0,-11.024331092834473,-11.03338623046875,176.38392639160156,45001
185400.53125,0.011130275204777718,1274028,-12.119142532348633,45500,0.0,-12.13027286529541,-11.130274772644043,177.36265563964844,45501
171416.578125,0.011052867397665977,1288028,-12.04079818725586,46000,0.0,-12.051851272583008,-11.05286693572998,177.52813720703125,46001
185261.78125,0.011129526421427727,1302028,-12.118395805358887,46500,0.0,-12.129525184631348,-11.129526138305664,178.29566955566406,46501
178974.984375,0.011095002293586731,1316028,-12.083906173706055,47000,0.0,-12.095001220703125,-11.095002174377441,178.68536376953125,47001
187235.390625,0.011140123009681702,1330028,-12.128981590270996,47500,0.0,-12.140121459960938,-11.140122413635254,179.36622619628906,47501
181450.453125,0.01110886875540018,1344028,-12.097630500793457,48000,0.0,-12.108738899230957,-11.108868598937988,179.652099609375,48001
30542.6875,0.011105596087872982,1358028,-10.27480697631836,48500,0.0,-10.28591251373291,-11.105595588684082,180.0591278076172,48501
184730.578125,0.011126653291285038,1372028,-12.11552619934082,49000,0.0,-12.126652717590332,-11.126652717590332,180.7623291015625,49001
80776.5703125,0.011088156141340733,1386028,-11.268572807312012,49500,0.0,-11.279661178588867,-11.088155746459961,181.09747314453125,49501
186153.234375,0.011134326457977295,1400028,-12.123191833496094,50000,0.0,-12.134325981140137,-11.134325981140137,181.79747009277344,50001
185983.078125,0.01113347988575697,1414028,-12.12227725982666,50500,0.0,-12.133410453796387,-11.133479118347168,182.30519104003906,50501
194898.921875,0.01118023693561554,1428028,-12.16905689239502,51000,0.0,-12.18023681640625,-11.18023681640625,183.0731658935547,51001
135571.328125,0.011112009175121784,1442028,-11.78469467163086,51500,0.0,-11.795806884765625,-11.112009048461914,183.2826385498047,51501
177347.078125,0.011091187596321106,1456028,-12.074771881103516,52000,0.0,-12.08586311340332,-11.091187477111816,183.72763061523438,52001
191723.328125,0.011163809336721897,1470028,-12.152644157409668,52500,0.0,-12.16380786895752,-11.163808822631836,184.53054809570312,52501
185568.140625,0.011131316423416138,1484028,-12.120046615600586,53000,0.0,-12.13117790222168,-11.131316184997559,184.86679077148438,53001
120182.125,0.011205567046999931,1498028,-11.682469367980957,53500,0.0,-11.69367504119873,-11.20556640625,185.6646270751953,53501
192728.328125,0.011169037781655788,1512028,-12.157867431640625,54000,0.0,-12.169036865234375,-11.169036865234375,186.01806640625,54001
177114.875,0.011129075661301613,1526028,-12.073001861572266,54500,0.0,-12.084131240844727,-11.129075050354004,186.32835388183594,54501
198615.703125,0.01119912788271904,1540028,-12.187928199768066,55000,0.0,-12.199127197265625,-11.199127197265625,187.12728881835938,55001
188055.78125,0.011151433922350407,1554028,-12.133332252502441,55500,0.0,-12.14448356628418,-11.151432991027832,187.89183044433594,55501
185560.421875,0.011144522577524185,1568028,-12.119986534118652,56000,0.0,-12.131131172180176,-11.144521713256836,188.40269470214844,56001
203665.71875,0.011224239133298397,1582028,-12.213010787963867,56500,0.0,-12.224234580993652,-11.224238395690918,189.27183532714844,56501
121259.3125,0.010767333209514618,1596028,-11.54439640045166,57000,0.0,-11.555163383483887,-10.767333030700684,190.56602478027344,57001
123757.953125,0.010767810046672821,1610028,-11.673130989074707,57500,0.0,-11.68389892578125,-10.767809867858887,190.57095336914062,57501
125180.546875,0.010768285021185875,1624028,-11.709890365600586,58000,0.0,-11.720658302307129,-10.768284797668457,190.5758056640625,58001
126244.890625,0.010768916457891464,1638028,-11.727405548095703,58500,0.0,-11.738174438476562,-10.768916130065918,190.58135986328125,58501
127083.6640625,0.010769868269562721,1652028,-11.737902641296387,59000,0.0,-11.748672485351562,-10.769867897033691,190.58920288085938,59001
127753.7890625,0.010770991444587708,1666028,-11.745001792907715,59500,0.0,-11.755772590637207,-10.770991325378418,190.5977020263672,59501
128331.5859375,0.010772439651191235,1680028,-11.750449180603027,60000,0.0,-11.761221885681152,-10.772439002990723,190.60836791992188,60001
128873.3359375,0.010774362832307816,1694028,-11.75516128540039,60500,0.0,-11.765935897827148,-10.774362564086914,190.62229919433594,60501
129419.4296875,0.010776860639452934,1708028,-11.759661674499512,61000,0.0,-11.770438194274902,-10.776860237121582,190.64012145996094,61001
129953.0703125,0.0107796685770154,1722028,-11.763927459716797,61500,0.0,-11.774706840515137,-10.779667854309082,190.65997314453125,61501
130295.2890625,0.010781299322843552,1736028,-11.766655921936035,62000,0.0,-11.777437210083008,-10.781298637390137,190.68357849121094,62001
125336.859375,0.010783975012600422,1750028,-11.72790813446045,62500,0.0,-11.738692283630371,-10.783974647521973,190.72071838378906,62501
131060.7265625,0.010785889811813831,1764028,-11.772584915161133,63000,0.0,-11.783370971679688,-10.785889625549316,190.76473999023438,63001
330.2432556152344,0.01079045794904232,1778028,-4.7186713218688965,63500,0.0,-4.729461669921875,-10.790457725524902,190.8176727294922,63501
2312.723388671875,0.010793441906571388,1792028,-5.849695205688477,64000,0.0,-5.860488414764404,-10.793441772460938,190.90283203125,64001
127801.5703125,0.01079702377319336,1806028,-11.747241973876953,64500,0.0,-11.758038520812988,-10.797022819519043,190.97645568847656,64501
132990.671875,0.01080354955047369,1820028,-11.787226676940918,65000,0.0,-11.798029899597168,-10.803548812866211,191.0790252685547,65001
133402.578125,0.010811620391905308,1834028,-11.79030704498291,65500,0.0,-11.801118850708008,-10.811619758605957,191.1954803466797,65501
135860.984375,0.010820974595844746,1848028,-11.808562278747559,66000,0.0,-11.81938362121582,-10.820974349975586,191.3314971923828,66001
137795.765625,0.010835533030331135,1862028,-11.822690963745117,66500,0.0,-11.833526611328125,-10.835532188415527,191.47915649414062,66501
5494.0546875,0.010861409828066826,1876028,-8.27267074584961,67000,0.0,-8.28353214263916,-10.861409187316895,191.72706604003906,67001
129117.0390625,0.0108724320307374,1890028,-11.757315635681152,67500,0.0,-11.7681884765625,-10.872431755065918,191.88705444335938,67501
139469.265625,0.010877512395381927,1904028,-11.834598541259766,68000,0.0,-11.845476150512695,-10.877511978149414,192.04629516601562,68001
148838.078125,0.010912810452282429,1918028,-11.899700164794922,68500,0.0,-11.910613059997559,-10.912810325622559,192.3431396484375,68501
150742.234375,0.010924612171947956,1932028,-11.912402153015137,69000,0.0,-11.92332649230957,-10.924612045288086,192.52430725097656,69001
150627.640625,0.01092412881553173,1946028,-11.911640167236328,69500,0.0,-11.922564506530762,-10.924128532409668,192.65277099609375,69501
164837.921875,0.011022540740668774,1960028,-12.001690864562988,70000,0.0,-12.012713432312012,-11.022540092468262,193.35504150390625,70001
168465.546875,0.01103461254388094,1974028,-12.02345085144043,70500,0.0,-12.034485816955566,-11.034611701965332,193.58010864257812,70501
160095.671875,0.01099714171141386,1988028,-11.97250747680664,71000,0.0,-11.983504295349121,-10.997140884399414,193.4270782470703,71001
180922.78125,0.011116856709122658,2002028,-12.094705581665039,71500,0.0,-12.105822563171387,-11.116856575012207,194.30177307128906,71501
133034.390625,0.011125663295388222,2016028,-11.781304359436035,72000,0.0,-11.79242992401123,-11.125662803649902,194.46405029296875,72001
176704.53125,0.011085948906838894,2030028,-12.071146011352539,72500,0.0,-12.082231521606445,-11.08594799041748,194.2903594970703,72501
196566.453125,0.011188828386366367,2044028,-12.177567481994629,73000,0.0,-12.188755989074707,-11.188827514648438,195.07022094726562,73001
164338.828125,0.011175706051290035,2058028,-11.997989654541016,73500,0.0,-12.00916576385498,-11.175705909729004,195.0630340576172,73501
193375.59375,0.01117273885756731,2072028,-12.161218643188477,74000,0.0,-12.172390937805176,-11.172738075256348,195.12908935546875,74001
198156.625,0.011196834035217762,2086028,-12.185616493225098,74500,0.0,-12.196813583374023,-11.196833610534668,195.36766052246094,74501
195950.671875,0.011185632087290287,2100028,-12.174432754516602,75000,0.0,-12.18561840057373,-11.18563175201416,195.37249755859375,75001
161187.984375,0.011174165643751621,2114028,-11.977113723754883,75500,0.0,-11.988287925720215,-11.174164772033691,195.3946990966797,75501
211973.65625,0.01127758901566267,2128028,-12.252933502197266,76000,0.0,-12.26421070098877,-11.277588844299316,196.1707305908203,76001
5784.58837890625,0.01123995054513216,2142028,-5.704040050506592,76500,0.0,-5.715280055999756,-11.239950180053711,195.9756622314453,76501
200697.90625,0.011210647411644459,2156028,-12.198346138000488,77000,0.0,-12.209556579589844,-11.210646629333496,195.8494110107422,77001
133714.640625,0.011202200315892696,2170028,-11.737414360046387,77500,0.0,-11.748616218566895,-11.202199935913086,195.89288330078125,77501
209416.21875,0.011252084746956825,2184028,-12.240825653076172,78000,0.0,-12.25207805633545,-11.252083778381348,196.30738830566406,78001
199095.484375,0.01132095418870449,2198028,-12.190191268920898,78500,0.0,-12.201512336730957,-11.320953369140625,196.81468200683594,78501
218513.671875,0.011294607073068619,2212028,-12.283308982849121,79000,0.0,-12.29460334777832,-11.29460620880127,196.7349090576172,79001
203612.03125,0.011277532204985619,2226028,-12.212079048156738,79500,0.0,-12.223356246948242,-11.277531623840332,196.68289184570312,79501
225047.171875,0.011324066668748856,2240028,-12.312742233276367,80000,0.0,-12.324066162109375,-11.324066162109375,197.07424926757812,80001
221345.25,0.011307480745017529,2254028,-12.296170234680176,80500,0.0,-12.307477951049805,-11.307479858398438,197.0240478515625,80501
132346.078125,0.01125525962561369,2268028,-11.731949806213379,81000,0.0,-11.743205070495605,-11.25525951385498,196.78030395507812,81001
225984.59375,0.011328225955367088,2282028,-12.31689453125,81500,0.0,-12.32822322845459,-11.328225135803223,197.32472229003906,81501
224892.84375,0.011323380284011364,2296028,-12.312056541442871,82000,0.0,-12.323379516601562,-11.323379516601562,197.36204528808594,82001
221438.84375,0.011307982727885246,2310028,-12.29659366607666,82500,0.0,-12.307901382446289,-11.307982444763184,197.3405303955078,82501
215761.15625,0.011287176050245762,2324028,-12.27063274383545,83000,0.0,-12.281919479370117,-11.287175178527832,197.29896545410156,83001
235680.671875,0.011370239779353142,2338028,-12.35886287689209,83500,0.0,-12.370233535766602,-11.3702392578125,197.9359893798828,83501
190904.078125,0.011318150907754898,2352028,-12.148127555847168,84000,0.0,-12.159445762634277,-11.318150520324707,197.65414428710938,84001
222254.421875,0.01131207775324583,2366028,-12.300265312194824,84500,0.0,-12.311577796936035,-11.312077522277832,197.68589782714844,84501
225565.28125,0.011326435022056103,2380028,-12.315037727355957,85000,0.0,-12.326364517211914,-11.326434135437012,197.8656768798828,85001
238917.96875,0.01138393022119999,2394028,-12.372491836547852,85500,0.0,-12.383875846862793,-11.383929252624512,198.35235595703125,85501
239837.15625,0.011387721635401249,2408028,-12.376328468322754,86000,0.0,-12.387716293334961,-11.387721061706543,198.44387817382812,86001
226843.828125,0.011343139223754406,2422028,-12.320672988891602,86500,0.0,-12.332015991210938,-11.343138694763184,198.21539306640625,86501
233403.828125,0.011360607109963894,2436028,-12.349165916442871,87000,0.0,-12.360526084899902,-11.36060619354248,198.41558837890625,87001
239349.171875,0.011385682970285416,2450028,-12.37429428100586,87500,0.0,-12.385680198669434,-11.385682106018066,198.6688995361328,87501
71579.921875,0.011414144188165665,2464028,-11.11160659790039,88000,0.0,-11.123021125793457,-11.414143562316895,198.9517059326172,88001
224156.0,0.011354976333677769,2478028,-12.308656692504883,88500,0.0,-12.320012092590332,-11.354975700378418,198.6353302001953,88501
238342.078125,0.011381546966731548,2492028,-12.370081901550293,89000,0.0,-12.381463050842285,-11.381546020507812,198.88751220703125,89001
249144.359375,0.011429066769778728,2506028,-12.414358139038086,89500,0.0,-12.425786972045898,-11.42906665802002,199.3189697265625,89501
211324.953125,0.011436963453888893,2520028,-12.249637603759766,90000,0.0,-12.261075019836426,-11.436963081359863,199.4863739013672,90001
146088.296875,0.011316889896988869,2534028,-11.875589370727539,90500,0.0,-11.886906623840332,-11.316889762878418,198.8428497314453,90501
248002.703125,0.011421194300055504,2548028,-12.409772872924805,91000,0.0,-12.421194076538086,-11.421194076538086,199.6404571533203,91001
230768.140625,0.011366036720573902,2562028,-12.337759971618652,91500,0.0,-12.349125862121582,-11.366036415100098,199.67550659179688,91501
251036.953125,0.011433359235525131,2576028,-12.421920776367188,92000,0.0,-12.433354377746582,-11.433359146118164,200.26715087890625,92001
242271.703125,0.011397822760045528,2590028,-12.386419296264648,92500,0.0,-12.39781665802002,-11.397822380065918,200.27940368652344,92501
238654.53125,0.011382861994206905,2604028,-12.371389389038086,93000,0.0,-12.382772445678711,-11.382861137390137,200.4146270751953,93001
248488.515625,0.011423156596720219,2618028,-12.411728858947754,93500,0.0,-12.423151969909668,-11.423155784606934,200.88882446289062,93501
152074.171875,0.011408569291234016,2632028,-11.815816879272461,94000,0.0,-11.827225685119629,-11.408568382263184,201.12265014648438,94001
248173.171875,0.011421915143728256,2646028,-12.410459518432617,94500,0.0,-12.421881675720215,-11.421915054321289,201.5692596435547,94501
95782.140625,0.01141723245382309,2660028,-11.169587135314941,95000,0.0,-11.181004524230957,-11.417231559753418,201.9049835205078,95001
250753.328125,0.011432791128754616,2674028,-12.420793533325195,95500,0.0,-12.432226181030273,-11.432790756225586,202.38934326171875,95501
256732.96875,0.011455795727670193,2688028,-12.444334983825684,96000,0.0,-12.455790519714355,-11.455795288085938,202.8943634033203,96001
0.00017195908003486693,0.011470746248960495,2702028,9.599957466125488,96500,0.0,9.588486671447754,-11.470746040344238,203.4415283203125,96501
255910.359375,0.01145259104669094,2716028,-12.441129684448242,97000,0.0,-12.452582359313965,-11.452590942382812,203.77830505371094,97001
255154.15625,0.01144962478429079,2730028,-12.4381742477417,97500,0.0,-12.449624061584473,-11.449624061584473,204.26425170898438,97501
259412.109375,0.01149011217057705,2744028,-12.454682350158691,98000,0.0,-12.466172218322754,-11.490111351013184,204.9295196533203,98001
104494.3203125,0.011098399758338928,2758028,-9.260049819946289,98500,0.0,-9.271148681640625,-11.09839916229248,206.06178283691406,98501
144896.265625,0.011098389513790607,2772028,-11.622429847717285,99000,0.0,-11.633528709411621,-11.098388671875,206.09605407714844,99001
156784.21875,0.011098755523562431,2786028,-11.855539321899414,99500,0.0,-11.86663818359375,-11.0987548828125,206.10702514648438,99501
162950.859375,0.011099269613623619,2800028,-11.945171356201172,100000,0.0,-11.956270217895508,-11.099268913269043,206.1140899658203,100001
167216.890625,0.011099984869360924,2814028,-11.992990493774414,100500,0.0,-12.004090309143066,-11.099984169006348,206.12217712402344,100501
170402.640625,0.011100995354354382,2828028,-12.022468566894531,101000,0.0,-12.0335693359375,-11.100995063781738,206.13221740722656,101001
172861.484375,0.011102233082056046,2842028,-12.042278289794922,101500,0.0,-12.053380966186523,-11.102232933044434,206.1435089111328,101501
174859.421875,0.011103923432528973,2856028,-12.056741714477539,102000,0.0,-12.067845344543457,-11.103922843933105,206.15811157226562,102001
176541.96875,0.011106111109256744,2870028,-12.06795883178711,102500,0.0,-12.079065322875977,-11.106110572814941,206.17625427246094,102501
178044.59375,0.011108926497399807,2884028,-12.077363014221191,103000,0.0,-12.088472366333008,-11.108925819396973,206.1986083984375,103001
154766.640625,0.011111292988061905,2898028,-11.9353666305542,103500,0.0,-11.946477890014648,-11.111292839050293,206.21621704101562,103501
180235.609375,0.011113438755273819,2912028,-12.090444564819336,104000,0.0,-12.101557731628418,-11.113438606262207,206.24989318847656,104001
17259.20703125,0.011115198023617268,2926028,-9.433652877807617,104500,0.0,-9.444767951965332,-11.11519718170166,206.27894592285156,104501
181593.640625,0.011117314919829369,2940028,-12.098267555236816,105000,0.0,-12.109384536743164,-11.117314338684082,206.32261657714844,105001
182819.78125,0.011121513321995735,2954028,-12.105043411254883,105500,0.0,-12.116165161132812,-11.121512413024902,206.38418579101562,105501
183928.828125,0.011126386001706123,2968028,-12.111124992370605,106000,0.0,-12.122251510620117,-11.126385688781738,206.4501495361328,106001
810.6800537109375,0.011133119463920593,2982028,-2.68951153755188,106500,0.0,-2.7006447315216064,-11.133118629455566,206.5281524658203,106501
166927.09375,0.011134548112750053,2996028,-12.013593673706055,107000,0.0,-12.024727821350098,-11.134547233581543,206.58554077148438,107001
