mean/disc/disc_proportion_expert_true,mean/disc/disc_acc,mean/gen/time/total_timesteps,mean/gen/train/loss,mean/gen/train/clip_fraction,mean/gen/time/time_elapsed,mean/disc/n_expert,mean/gen/time/fps,mean/gen/train/entropy_loss,mean/disc/n_generated,mean/gen/train/approx_kl,mean/disc/disc_entropy,mean/gen/rollout/ep_rew_mean,mean/gen/train/value_loss,mean/disc/disc_acc_expert,mean/disc/disc_loss,mean/gen/train/std,mean/gen/train/policy_gradient_loss,mean/disc/global_step,mean/disc/disc_acc_gen,mean/gen/train/n_updates,mean/gen/rollout/ep_len_mean,mean/gen/train/clip_range,mean/gen/time/iterations,mean/gen/train/learning_rate,mean/gen/train/explained_variance,mean/disc/disc_proportion_expert_pred,mean/gen/rollout/ep_rew_wrapped_mean
0.5,0.6666666865348816,704.0,-0.084825299680233,0.19479166666666667,0.0,6.0,472.0,-2.8345274289449054,6.0,0.032145678997039795,0.6880921125411987,0.0,0.0004906069885085647,0.5,0.6588582694530487,1.0006119012832642,-0.05229191991190116,11.0,0.8333333134651184,330.0,5.0,0.2,1.0,0.0003,0.9994987863465212,0.3333333333333333,3.290106484889984
0.5,0.625,768.0,-0.08444378525018692,0.271875,0.0,6.0,451.0,-2.8394290288289388,6.0,0.057519521564245224,0.6867436170578003,0.0,0.0006034951695861916,0.5,0.6521101295948029,0.999303936958313,-0.05847091595642269,12.0,0.75,360.0,5.0,0.2,1.0,0.0003,0.9993812100146897,0.375,3.2871222633123396
0.5,0.4583333283662796,832.0,-0.08685071021318436,0.2890625,0.0,6.0,476.0,-2.833656978607178,6.0,0.053583964705467224,0.6867818236351013,0.0,0.000249531148680641,0.5,0.6700304746627808,0.9979156255722046,-0.05857766841848691,13.0,0.4166666716337204,390.0,5.0,0.2,1.0,0.0003,0.9996873930795118,0.5416666666666667,3.2846577072143557
0.5,0.625,896.0,-0.07792486250400543,0.2682291666666667,0.0,6.0,455.0,-2.835765568415324,6.0,0.02828926593065262,0.6853083372116089,0.0,0.0007250227266922593,0.5,0.6587837934494019,1.0012394189834595,-0.05063013428201278,14.0,0.75,420.0,5.0,0.2,1.0,0.0003,0.999210852489341,0.375,3.284225962758064
0.5,0.6666666865348816,960.0,-0.06510189920663834,0.203125,0.0,6.0,457.0,-2.8440908670425413,6.0,0.024764198809862137,0.6828621625900269,0.0,0.0004982887747852753,0.5,0.6426837742328644,1.0066663026809692,-0.04643116636822621,15.0,0.8333333134651184,450.0,5.0,0.2,1.0,0.0003,0.9994209302822128,0.3333333333333333,3.2766233003139495
0.5,0.6666666865348816,1024.0,-0.0827384740114212,0.23020833333333332,0.0,6.0,479.0,-2.8550756374994912,6.0,0.06385470926761627,0.6816820800304413,0.0,0.0011084187853460511,0.5,0.6383205056190491,1.0108973979949951,-0.05274042636156082,16.0,0.8333333134651184,480.0,5.0,0.2,1.0,0.0003,0.998859767569229,0.3333333333333333,3.2664843046665193
0.5,0.7083333432674408,1088.0,-0.0838332548737526,0.31614583333333335,0.0,6.0,458.0,-2.8580266714096068,6.0,0.055372849106788635,0.6802527904510498,0.0,0.0011588690530819198,0.5,0.6297390460968018,1.01066255569458,-0.06259647499149044,17.0,0.9166666567325592,510.0,5.0,0.2,1.0,0.0003,0.9986505060223863,0.29166666666666663,3.2553803199529647
0.5,0.625,1152.0,-0.09008044004440308,0.28854166666666664,0.0,6.0,463.0,-2.856095218658447,6.0,0.06335597485303879,0.6794210970401764,0.0,0.003179944873166581,0.5,0.6434049606323242,1.0090585947036743,-0.060549511263767876,18.0,0.75,540.0,5.0,0.2,1.0,0.0003,0.9961030944250524,0.375,3.2421787559986113
0.5,0.5416666567325592,1216.0,-0.1048615351319313,0.3234375,0.0,6.0,458.0,-2.850016744931539,6.0,0.10129233449697495,0.679048478603363,0.0,0.0036174350573370856,0.5,0.6637393832206726,1.0043810606002808,-0.06998026898751657,19.0,0.5833333432674408,570.0,5.0,0.2,1.0,0.0003,0.9965732449200004,0.45833333333333337,3.2369099098443983
0.5,0.625,1280.0,-0.10644827038049698,0.340625,0.0,6.0,436.0,-2.8381117502848308,6.0,0.09281672537326813,0.6777065396308899,0.0,0.0032600498913476863,0.5,0.6488918364048004,0.99796462059021,-0.07884688628837466,20.0,0.75,600.0,5.0,0.2,1.0,0.0003,0.9972431599162519,0.375,3.2381744998693467
0.5,0.6666666567325592,1344.0,-0.09986691176891327,0.30364583333333334,0.0,6.0,477.0,-2.824416693051656,6.0,0.0640757754445076,0.6769229769706726,0.0,0.0023136443768938383,0.5,0.6548273265361786,0.9898694157600403,-0.06848422000184655,21.0,0.8333333432674408,630.0,5.0,0.2,1.0,0.0003,0.9980222953017801,0.33333333333333337,3.2448924624919893
0.5,0.5416666567325592,1408.0,-0.0852230116724968,0.3072916666666667,0.0,6.0,474.0,-2.808985193570455,6.0,0.034762538969516754,0.6759136915206909,0.0,0.0018990930480261643,0.5,0.6756848990917206,0.9836016297340393,-0.060666743914286295,22.0,0.5833333432674408,660.0,5.0,0.2,1.0,0.0003,0.9983814198058099,0.45833333333333337,3.254120232462883
0.5,0.5,1472.0,-0.07511232048273087,0.2359375,0.0,6.0,472.0,-2.796792244911194,6.0,0.05279460549354553,0.6760226488113403,0.0,0.0010713406411620478,0.5,0.676598995923996,0.9769591093063354,-0.06021677100410064,23.0,0.5,690.0,5.0,0.2,1.0,0.0003,0.9987512133084238,0.5,3.2726544988155366
0.5,0.5833333432674408,1536.0,-0.06761587411165237,0.23385416666666667,0.0,6.0,384.0,-2.784610454241435,6.0,0.04935354366898537,0.6748604774475098,0.0,0.0005539362784475089,0.5,0.6631982624530792,0.9716835618019104,-0.044021561400343974,24.0,0.6666666567325592,720.0,5.0,0.2,1.0,0.0003,0.999457873404026,0.41666666666666663,3.2949155193567274
0.5,0.5833333432674408,1600.0,-0.03377317637205124,0.15052083333333333,0.0,6.0,427.0,-2.771355231602987,6.0,0.009124565869569778,0.6730585098266602,0.0,0.0005391394544858486,0.5,0.6614827513694763,0.9626729488372803,-0.01983049642294645,25.0,0.6666666567325592,750.0,5.0,0.2,1.0,0.0003,0.9993753429153003,0.41666666666666663,3.311172178387642
0.5,0.5833333134651184,1664.0,-0.053346384316682816,0.14375,0.0,6.0,481.0,-2.751386125882467,6.0,0.012909353710711002,0.672886312007904,0.0,0.0006877356043939168,0.3333333432674408,0.6612606048583984,0.9532406330108643,-0.03478116340314349,26.0,0.8333333134651184,780.0,5.0,0.2,1.0,0.0003,0.9991370021598414,0.25,3.324511120915413
0.5,0.5833333432674408,1728.0,-0.06091156229376793,0.18020833333333333,0.0,6.0,466.0,-2.7333850542704266,6.0,0.03379388526082039,0.6712476313114166,0.0,0.0004761693058147406,0.3333333432674408,0.6568531394004822,0.9463315010070801,-0.03833524687215686,27.0,0.8333333432674408,810.0,5.0,0.2,1.0,0.0003,0.9996838135411963,0.25,3.319541271328926
0.5,0.5833333134651184,1792.0,-0.0579715333878994,0.21979166666666666,0.0,6.0,466.0,-2.7225363572438557,6.0,0.015076414681971073,0.6706100404262543,0.0,0.0007489751568452145,0.1666666716337204,0.6655785739421844,0.943087100982666,-0.03483157260343432,28.0,1.0,840.0,5.0,0.2,1.0,0.0003,0.9993134529213421,0.08333333333333333,3.307663946151733
0.5,0.5833333134651184,1856.0,-0.08527917414903641,0.32083333333333336,0.0,6.0,435.0,-2.7176817814509073,6.0,0.06644627451896667,0.6688002943992615,0.0,0.0005208111047977582,0.1666666716337204,0.6534443497657776,0.9409525394439697,-0.05896892479310433,29.0,1.0,870.0,5.0,0.2,1.0,0.0003,0.9992343885824084,0.08333333333333333,3.2814042389392855
0.5,0.5833333134651184,1920.0,-0.04555036500096321,0.20625,0.0,6.0,451.0,-2.713092048962911,6.0,0.022695491090416908,0.6666768193244934,0.0,0.0006118611083365977,0.1666666716337204,0.6455498933792114,0.9397444725036621,-0.030692458897829056,30.0,1.0,900.0,5.0,0.2,1.0,0.0003,0.999145217530895,0.08333333333333333,3.246122938990593
0.5,0.5833333134651184,1984.0,-0.04884478822350502,0.13541666666666666,0.0,6.0,460.0,-2.709662397702535,6.0,0.01021596509963274,0.664504885673523,0.0,0.0005183456242472555,0.1666666716337204,0.6369296610355377,0.9363168478012085,-0.030405798399200042,31.0,1.0,930.0,5.0,0.2,1.0,0.0003,0.9992793332203291,0.08333333333333333,3.2062117886543273
0.5,0.5833333134651184,2048.0,-0.07699142396450043,0.23802083333333332,0.0,6.0,478.0,-2.704120127360026,6.0,0.027778830379247665,0.6640892028808594,0.0,0.0005630608182400465,0.1666666716337204,0.6433444917201996,0.9355652332305908,-0.04688716394205888,32.0,1.0,960.0,5.0,0.2,1.0,0.0003,0.9993634059792385,0.08333333333333333,3.1686581021547315
0.5,0.5833333134651184,2112.0,-0.0668797716498375,0.20625,0.0,6.0,476.0,-2.703164529800415,6.0,0.034886498004198074,0.6614139378070831,0.0,0.000733118966066589,0.1666666716337204,0.6337468028068542,0.9350003004074097,-0.04351694174110889,33.0,1.0,990.0,5.0,0.2,1.0,0.0003,0.9991066621150821,0.08333333333333333,3.1319076520204545
0.5,0.6666666865348816,2176.0,-0.060119424015283585,0.1859375,0.0,6.0,467.0,-2.702237908045451,6.0,0.019572414457798004,0.6603960990905762,0.0,0.001073622889816761,0.3333333432674408,0.6350089013576508,0.9344964027404785,-0.03968379683792591,34.0,1.0,1020.0,5.0,0.2,1.0,0.0003,0.9987980725709349,0.16666666666666666,3.101118884682655
0.5,0.5833333432674408,2240.0,-0.08406385034322739,0.2791666666666667,0.0,6.0,459.0,-2.699211366971334,6.0,0.01956874318420887,0.6587873101234436,0.0,0.0015516357651601234,0.3333333432674408,0.6371887922286987,0.9335832595825195,-0.05795877557247877,35.0,0.8333333432674408,1050.0,5.0,0.2,1.0,0.0003,0.9983000108040869,0.25,3.0747859132289888
0.5,0.625,2304.0,-0.07321300357580185,0.21822916666666667,0.0,6.0,486.0,-2.6899388790130616,6.0,0.02283293381333351,0.659196525812149,0.0,0.0018399727491972347,0.3333333432674408,0.6485352218151093,0.9232751131057739,-0.04533776920288801,36.0,0.9166666567325592,1080.0,5.0,0.2,1.0,0.0003,0.9978373507037759,0.20833333333333331,3.061326574087143
0.5,0.625,2368.0,-0.07700984925031662,0.2125,0.0,6.0,462.0,-2.668824728329976,6.0,0.012263350188732147,0.656843513250351,0.0,0.0015361476223915815,0.3333333432674408,0.6384855210781097,0.9178857803344727,-0.04583473463232319,37.0,0.9166666567325592,1110.0,5.0,0.2,1.0,0.0003,0.998389731394127,0.20833333333333331,3.0534340262413027
0.5,0.5416666567325592,2432.0,-0.08335760980844498,0.23177083333333334,0.0,6.0,483.0,-2.6579782168070474,6.0,0.026399334892630577,0.6560699641704559,0.0,0.0010950870191057524,0.3333333432674408,0.6515140533447266,0.9112656712532043,-0.05238641717781623,38.0,0.75,1140.0,5.0,0.2,1.0,0.0003,0.9986748039955273,0.29166666666666663,3.052497770190239
0.5,0.6666666865348816,2496.0,-0.05706632137298584,0.17864583333333334,0.0,6.0,474.0,-2.6436769406000775,6.0,0.0177503302693367,0.6562850773334503,0.0,0.0007324426512544354,0.3333333432674408,0.6528393030166626,0.905987560749054,-0.03452760142584642,39.0,1.0,1170.0,5.0,0.2,1.0,0.0003,0.999006683123298,0.16666666666666666,3.0561364018917083
0.5,0.4999999850988388,2560.0,-0.08243228495121002,0.23854166666666668,0.0,6.0,489.0,-2.6293142318725584,6.0,0.02396554686129093,0.654094934463501,0.0,0.0001390813777106814,0.3333333432674408,0.6510025560855865,0.8972464799880981,-0.04625540475050608,40.0,0.6666666567325592,1200.0,5.0,0.2,1.0,0.0003,0.9997945113282185,0.33333333333333337,3.063281262516975
0.5,0.5416666567325592,2624.0,-0.07134528458118439,0.3229166666666667,0.0,6.0,470.0,-2.6084479173024495,6.0,0.05377674475312233,0.6536999344825745,0.0,0.0006553506730900457,0.3333333432674408,0.6479361057281494,0.8881989121437073,-0.051934025374551614,41.0,0.75,1230.0,5.0,0.2,1.0,0.0003,0.9993237426388077,0.29166666666666663,3.0727818274497984
0.5,0.625,2688.0,-0.07880264520645142,0.2994791666666667,0.0,6.0,476.0,-2.5915510018666583,6.0,0.03448428213596344,0.651780366897583,0.0,0.000574950953402246,0.3333333432674408,0.6327772438526154,0.8841317892074585,-0.051748736388981344,42.0,0.9166666567325592,1260.0,5.0,0.2,1.0,0.0003,0.9994501114706509,0.20833333333333331,3.078419430851936
0.5,0.6666666865348816,2752.0,-0.06826969981193542,0.18802083333333333,0.0,6.0,479.0,-2.5875760555267333,6.0,0.02843044325709343,0.6502155065536499,0.0,0.0002615369642929484,0.3333333432674408,0.6240727007389069,0.8842642307281494,-0.03637438571701447,43.0,1.0,1290.0,5.0,0.2,1.0,0.0003,0.9996724879310932,0.16666666666666666,3.0777028208971022
0.5,0.5416666567325592,2816.0,-0.0846904069185257,0.30625,0.0,6.0,485.0,-2.585296328862508,6.0,0.03736518323421478,0.6498598456382751,0.0,0.00016911096608964726,0.3333333432674408,0.6360574960708618,0.8815208673477173,-0.06199619732797146,44.0,0.75,1320.0,5.0,0.2,1.0,0.0003,0.9997268135775812,0.29166666666666663,3.072553299665451
0.5,0.6666666865348816,2880.0,-0.06657928228378296,0.24479166666666666,0.0,6.0,485.0,-2.5741011619567873,6.0,0.0226933341473341,0.6491698622703552,0.0,2.773372398223728e-05,0.3333333432674408,0.6363748908042908,0.8726992607116699,-0.048037770204246044,45.0,1.0,1350.0,5.0,0.2,1.0,0.0003,0.9999509548797505,0.16666666666666666,3.0651344442367554
0.5,0.6666666865348816,2944.0,-0.041839417070150375,0.22552083333333334,0.0,6.0,490.0,-2.551552144686381,6.0,0.01602725312113762,0.6478047966957092,0.0,0.0002114642518184458,0.3333333432674408,0.6286832392215729,0.8630842566490173,-0.029472150343159833,46.0,1.0,1380.0,5.0,0.2,1.0,0.0003,0.9997519954631571,0.16666666666666666,3.052869399189949
0.5,0.6666666865348816,3008.0,-0.060407478362321854,0.25,0.0,6.0,486.0,-2.53126900990804,6.0,0.05764099210500717,0.6476533710956573,0.0,8.744188335185754e-06,0.3333333432674408,0.633937269449234,0.8553532361984253,-0.0395204191096127,47.0,1.0,1410.0,5.0,0.2,1.0,0.0003,0.9999811360703461,0.16666666666666666,3.04065277159214
0.5,0.6666666865348816,3072.0,-0.04410030320286751,0.14270833333333333,0.0,6.0,487.0,-2.514007012049357,6.0,0.01607329770922661,0.6475751399993896,0.0,0.00013039709810982458,0.3333333432674408,0.6367546021938324,0.8488286137580872,-0.026462821258852878,48.0,1.0,1440.0,5.0,0.2,1.0,0.0003,0.9998672678193543,0.16666666666666666,3.023620337843895
0.5,0.6666666865348816,3136.0,-0.04637513682246208,0.18072916666666666,0.0,6.0,486.0,-2.5006288369496663,6.0,0.01967819221317768,0.6462543606758118,0.0,4.699799634787875e-05,0.3333333432674408,0.6294789016246796,0.8442434072494507,-0.030234332211936513,49.0,1.0,1470.0,5.0,0.2,1.0,0.0003,0.9999670782272005,0.16666666666666666,3.0063497972488404
0.5,0.6666666865348816,3200.0,-0.04364164173603058,0.17708333333333334,0.0,6.0,476.0,-2.4903084993362428,6.0,0.022094957530498505,0.6460321545600891,0.0,0.00010704069269801645,0.3333333432674408,0.6302001476287842,0.8394013047218323,-0.029880102972189584,50.0,1.0,1500.0,5.0,0.2,1.0,0.0003,0.9999378368302132,0.16666666666666666,2.9920022755861284
0.5,0.6666666865348816,3264.0,-0.0338531918823719,0.21354166666666666,0.0,6.0,478.0,-2.4814199765523273,6.0,0.00818510353565216,0.6442035436630249,0.0,0.0001785602452097616,0.3333333432674408,0.6180345118045807,0.8388010263442993,-0.022537497617304326,51.0,1.0,1530.0,5.0,0.2,1.0,0.0003,0.999859121904592,0.16666666666666666,2.979168405532837
0.5,0.625,3328.0,-0.02709430456161499,0.08385416666666666,0.0,6.0,482.0,-2.4748241186141966,6.0,0.009158637374639511,0.644629031419754,0.0,0.00016947702824836596,0.2500000074505806,0.623891294002533,0.8311499357223511,-0.013611188903450967,52.0,1.0,1560.0,5.0,0.2,1.0,0.0003,0.9998773842380615,0.125,2.9664255344867705
0.5,0.625,3392.0,-0.055775538086891174,0.2390625,0.0,6.0,492.0,-2.4573036750157673,6.0,0.024291884154081345,0.644567608833313,0.0,2.5736974233344275e-05,0.2500000074505806,0.6244592666625977,0.8267227411270142,-0.04209470717857281,53.0,1.0,1590.0,5.0,0.2,1.0,0.0003,0.9999715525009378,0.125,2.953183665275574
0.5,0.625,3456.0,-0.05254805460572243,0.21770833333333334,0.0,6.0,494.0,-2.449980107943217,6.0,0.024461541324853897,0.6430155634880066,0.0,1.538721671749954e-05,0.2500000074505806,0.6145258247852325,0.8247302174568176,-0.03622886762022972,54.0,1.0,1620.0,5.0,0.2,1.0,0.0003,0.9999876779729675,0.125,2.9413902175426485
0.5,0.6666666865348816,3520.0,-0.028152162209153175,0.12760416666666666,0.0,6.0,486.0,-2.4450483004252117,6.0,0.012946425937116146,0.6432255506515503,0.0,6.629206533640779e-06,0.3333333432674408,0.6188705563545227,0.8225667476654053,-0.01572074114034573,55.0,1.0,1650.0,5.0,0.2,1.0,0.0003,0.999993155016,0.16666666666666666,2.930492168068886
0.5,0.6666666865348816,3584.0,-0.053827546536922455,0.23697916666666666,0.0,6.0,489.0,-2.440150499343872,6.0,0.022305162623524666,0.6426973342895508,0.0,1.3663413938047597e-05,0.3333333432674408,0.6177567839622498,0.8204504251480103,-0.033047955172757305,56.0,1.0,1680.0,5.0,0.2,1.0,0.0003,0.9999792138187331,0.16666666666666666,2.919130493402481
0.5,0.6666666865348816,3648.0,-0.06428861618041992,0.32708333333333334,0.0,6.0,482.0,-2.4394774119059246,6.0,0.036651547998189926,0.6415550112724304,0.0,6.405347964270428e-06,0.3333333432674408,0.6109007596969604,0.8232037425041199,-0.04696576322118441,57.0,1.0,1710.0,5.0,0.2,1.0,0.0003,0.9999922787546893,0.16666666666666666,2.910389702916145
0.5,0.6666666865348816,3712.0,-0.06281343847513199,0.165625,0.0,6.0,483.0,-2.450141096115112,6.0,0.041814785450696945,0.6408630609512329,0.0,3.348048658153857e-05,0.3333333432674408,0.6082491874694824,0.8275704979896545,-0.03204555039604505,58.0,1.0,1740.0,5.0,0.2,1.0,0.0003,0.9999726371243014,0.16666666666666666,2.9017892783880233
0.5,0.6666666865348816,3776.0,-0.05264757201075554,0.2671875,0.0,6.0,479.0,-2.4602893590927124,6.0,0.04126209765672684,0.6399394869804382,0.0,7.742399441970823e-05,0.3333333432674408,0.6048683822154999,0.8319357633590698,-0.03492694422602653,59.0,1.0,1770.0,5.0,0.2,1.0,0.0003,0.9998853004872217,0.16666666666666666,2.8935965806245805
0.5,0.6666666865348816,3840.0,-0.06362209469079971,0.3411458333333333,0.0,6.0,474.0,-2.466337052981059,6.0,0.15786220133304596,0.6397523283958435,0.0,5.4586426146367253e-05,0.3333333432674408,0.6077489256858826,0.8316431641578674,-0.044096732636292775,60.0,1.0,1800.0,5.0,0.2,1.0,0.0003,0.9998986445571063,0.16666666666666666,2.887633065581322
0.5,0.6666666865348816,3904.0,-0.04330606758594513,0.20104166666666667,0.0,6.0,491.0,-2.4624080578486125,6.0,0.019084393978118896,0.6382222473621368,0.0,5.409121889291176e-05,0.3333333432674408,0.5996086299419403,0.831288754940033,-0.028492147785921892,61.0,1.0,1830.0,5.0,0.2,1.0,0.0003,0.999927462231426,0.16666666666666666,2.882986971139908
0.5,0.6666666865348816,3968.0,-0.04334106668829918,0.1953125,0.0,6.0,491.0,-2.4616312821706137,6.0,0.021363822743296623,0.6388952434062958,0.0,0.00023197114690750217,0.3333333432674408,0.6141093671321869,0.830285906791687,-0.029532609134912492,62.0,1.0,1860.0,5.0,0.2,1.0,0.0003,0.9996836966602132,0.16666666666666666,2.878012030124664
0.5,0.6666666865348816,4032.0,-0.06184889376163483,0.19739583333333333,0.0,6.0,491.0,-2.4569419860839843,6.0,0.02331896498799324,0.6372291445732117,0.0,0.00015305992443851815,0.3333333432674408,0.6021146774291992,0.8287509679794312,-0.03622454752524694,63.0,1.0,1890.0,5.0,0.2,1.0,0.0003,0.9998470698046731,0.16666666666666666,2.873450304865837
0.5,0.6666666865348816,4096.0,-0.0614597424864769,0.27447916666666666,0.0,6.0,476.0,-2.4544562180836995,6.0,0.02217206358909607,0.636723130941391,0.0,0.0001289954552097091,0.3333333432674408,0.6042813062667847,0.8280041813850403,-0.040857518278062346,64.0,1.0,1920.0,5.0,0.2,1.0,0.0003,0.9998318540456239,0.16666666666666666,2.8676707565784456
0.5,0.6666666865348816,4160.0,-0.06149303913116455,0.2078125,0.0,6.0,488.0,-2.4523391723632812,6.0,0.037705447524785995,0.6362923085689545,0.0,0.00024201101041398942,0.3333333432674408,0.6029117703437805,0.8282890319824219,-0.03682420570403337,65.0,1.0,1950.0,5.0,0.2,1.0,0.0003,0.999718824372394,0.16666666666666666,2.8608664834499358
0.5,0.6666666865348816,4224.0,-0.09640026837587357,0.3182291666666667,0.0,6.0,487.0,-2.455673344930013,6.0,0.07111877202987671,0.6360372304916382,0.0,0.000225171291094739,0.3333333432674408,0.6026400625705719,0.8315587043762207,-0.060410591587424275,66.0,1.0,1980.0,5.0,0.2,1.0,0.0003,0.9997116255981382,0.16666666666666666,2.8531688863039015
0.5,0.6666666865348816,4288.0,-0.08692390471696854,0.421875,0.0,6.0,481.0,-2.462579385439555,6.0,0.08542042970657349,0.6356788575649261,0.0,0.00017852279318807026,0.3333333432674408,0.5995925664901733,0.8336688876152039,-0.06805712428564827,67.0,1.0,2010.0,5.0,0.2,1.0,0.0003,0.9997990718693472,0.16666666666666666,2.8459953117370604
0.5,0.6666666865348816,4352.0,-0.10266489535570145,0.365625,0.0,6.0,438.0,-2.466219361623128,6.0,0.08160796761512756,0.6336013078689575,0.0,0.00043438439606688915,0.3333333432674408,0.5869197845458984,0.833836555480957,-0.07650683115546902,68.0,1.0,2040.0,5.0,0.2,1.0,0.0003,0.9994771989295259,0.16666666666666666,2.8360426133871077
0.5,0.6666666865348816,4416.0,-0.08412785083055496,0.31197916666666664,0.0,6.0,375.0,-2.466198285420736,6.0,0.06183333694934845,0.635619044303894,0.0,0.0008453439707712581,0.3333333432674408,0.6009599566459656,0.8350905179977417,-0.05402613611270984,69.0,1.0,2070.0,5.0,0.2,1.0,0.0003,0.9984565177001059,0.16666666666666666,2.8265716233849525
0.5,0.75,4480.0,-0.07522712647914886,0.24427083333333333,0.0,6.0,411.0,-2.472363519668579,6.0,0.057887427508831024,0.6364469826221466,0.0,0.0064227998567124205,0.5,0.6130073964595795,0.8389180898666382,-0.04218733481441935,70.0,1.0,2100.0,5.0,0.2,1.0,0.0003,0.992455814499408,0.25,2.822590381205082
0.5,0.75,4544.0,-0.08363141119480133,0.26979166666666665,0.0,6.0,400.0,-2.4768757502237957,6.0,0.03685348480939865,0.6346060931682587,0.0,0.0010874965305750568,0.5,0.5976558327674866,0.8387929201126099,-0.0656515891974171,71.0,1.0,2130.0,5.0,0.2,1.0,0.0003,0.9983392038848251,0.25,2.8208668956160547
0.5,0.75,4608.0,-0.10961776226758957,0.32708333333333334,0.0,6.0,476.0,-2.474210341771444,6.0,0.058930907398462296,0.6343176364898682,0.0,0.0011664846019508938,0.5,0.5967738032341003,0.8368029594421387,-0.07251803254087766,72.0,1.0,2160.0,5.0,0.2,1.0,0.0003,0.9986705657793209,0.25,2.8218781155347825
