raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/rollout/ep_len_mean,raw/gen/rollout/ep_rew_mean,raw/gen/time/iterations,raw/gen/train/loss,raw/gen/train/n_updates,raw/gen/train/std,raw/gen/train/explained_variance,raw/gen/train/clip_range,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/value_loss,raw/gen/train/policy_gradient_loss,raw/gen/train/approx_kl,raw/gen/train/learning_rate,raw/gen/train/clip_fraction,raw/gen/train/entropy_loss
478,0,4864,5.0,0.0,1,-0.07128848135471344,2250,0.8295305967330933,0.9994414746179245,0.2,2.8403384560346603,0.000527785659263221,-0.052555239479988816,0.0432646,0.0003,0.3296875,-2.4559643348058064
476,0,4928,5.0,0.0,1,-0.06385097652673721,2280,0.8326840400695801,0.9929495076648891,0.2,2.850684289634228,0.00663711562131842,-0.04711037303010623,0.05438588,0.0003,0.28854166666666664,-2.456946539878845
476,0,4992,5.0,0.0,1,-0.06799940019845963,2310,0.8334382772445679,0.9991341892746277,0.2,2.8463537660241127,0.0004879890145578732,-0.046932405419647695,0.03880745,0.0003,0.2859375,-2.463087717692057
428,0,5056,5.0,0.0,1,-0.0749853104352951,2340,0.8321256041526794,0.9980248096399009,0.2,2.84963034003973,0.001957753828416268,-0.052558050972099105,0.051456347,0.0003,0.35833333333333334,-2.460486348470052
369,0,5120,5.0,0.0,1,-0.06356245279312134,2370,0.8367196321487427,0.9989913637982681,0.2,2.8511723786592484,0.0009494918689597398,-0.04036606755107641,0.036562767,0.0003,0.21927083333333333,-2.4611551841100057
347,0,5184,5.0,0.0,1,-0.074806347489357,2400,0.8367241621017456,0.9933186657726765,0.2,2.858548808693886,0.006236872433995207,-0.05361883882433176,0.084793,0.0003,0.33177083333333335,-2.4722750822703046
420,0,5248,5.0,0.0,1,-0.05699654668569565,2430,0.8369448184967041,0.9938686569221318,0.2,2.8614181482791903,0.005502998285616438,-0.04353162553161383,0.06137172,0.0003,0.2786458333333333,-2.466876753171285
399,0,5312,5.0,0.0,1,-0.05818615481257439,2460,0.8419481515884399,0.9689572267234325,0.2,2.8779840582609175,0.030517353924612203,-0.05054835624371966,0.042362787,0.0003,0.271875,-2.473069095611572
456,0,5376,5.0,0.0,1,-0.06349945068359375,2490,0.8416669368743896,0.9584204740822315,0.2,2.8908822762966158,0.04094641022384167,-0.055708452003697555,0.036724932,0.0003,0.27239583333333334,-2.4805196285247804
477,0,5440,5.0,0.0,1,-0.04514959454536438,2520,0.8405022621154785,0.9547594599425793,0.2,2.9098818373680113,0.044119458521405856,-0.046703963944067554,0.030669268,0.0003,0.21666666666666667,-2.4759319543838503
486,0,5504,5.0,0.0,1,-0.08572632074356079,2550,0.8380297422409058,0.96641805768013,0.2,2.941116915345192,0.029970893263816835,-0.06356458455945055,0.040548135,0.0003,0.29739583333333336,-2.4750077883402506
454,0,5568,5.0,0.0,1,-0.03278282284736633,2580,0.8389819860458374,0.9098602905869484,0.2,2.990669528543949,0.09607811247309049,-0.05761962005247672,0.04921659,0.0003,0.28958333333333336,-2.468539762496948
448,0,5632,5.0,0.0,1,-0.018217701464891434,2610,0.8396300077438354,0.899778887629509,0.2,3.0400799638032914,0.10167970011631648,-0.0420717873920997,0.028843861,0.0003,0.21041666666666667,-2.4749574263890586
466,0,5696,5.0,0.0,1,-0.03197449445724487,2640,0.8374608755111694,0.8934322148561478,0.2,3.0896797993779184,0.10295181671778361,-0.057181228324770926,0.05593581,0.0003,0.28802083333333334,-2.473075254758199
388,0,5760,5.0,0.0,1,-0.05146763473749161,2670,0.8355567455291748,0.9508882500231266,0.2,3.1539894536137583,0.04557328584293525,-0.05022910349071026,0.024319753,0.0003,0.228125,-2.466917713483175
484,0,5824,5.0,0.0,1,-0.06576822698116302,2700,0.835096001625061,0.9466807767748833,0.2,3.1897087743878365,0.05003985551496347,-0.05966886753837267,0.05770621,0.0003,0.284375,-2.463881421089172
469,0,5888,5.0,0.0,1,-0.03902760148048401,2730,0.8314670324325562,0.9563310332596302,0.2,3.2099361431598665,0.03685446803768476,-0.03901502744605144,0.02550837,0.0003,0.18072916666666666,-2.4610275189081827
471,0,5952,5.0,0.0,1,-0.07939952611923218,2760,0.8294610381126404,0.9851788515225053,0.2,3.2133316031098365,0.013171717524528503,-0.04639422328521808,0.0331079,0.0003,0.19479166666666667,-2.453095467885335
477,0,6016,5.0,0.0,1,-0.06560857594013214,2790,0.8259247541427612,0.9742372035980225,0.2,3.1856715008616447,0.021670815534889698,-0.04887567311525345,0.045828603,0.0003,0.23854166666666668,-2.4496398607889813
447,0,6080,5.0,0.0,1,-0.04701180011034012,2820,0.8203847408294678,0.9800199996680021,0.2,3.126738603115082,0.017912938880423706,-0.034719931334257124,0.025101513,0.0003,0.1984375,-2.4373116811116535
428,0,6144,5.0,0.0,1,-0.12429715692996979,2850,0.817611813545227,0.9854467660188675,0.2,3.07468257188797,0.010781072669972976,-0.09132034132101884,0.10997527,0.0003,0.38645833333333335,-2.425326704978943
473,0,6208,5.0,0.0,1,-0.07626614719629288,2880,0.8139760494232178,0.970102034509182,0.2,3.017511825859547,0.022788734609882035,-0.06448328848928213,0.035106625,0.0003,0.3515625,-2.418827486038208
398,0,6272,5.0,0.0,1,-0.08537909388542175,2910,0.8134986758232117,0.9777533449232578,0.2,2.9435633662343026,0.01945242236057917,-0.06520054892947276,0.0707707,0.0003,0.3385416666666667,-2.411371342341105
484,0,6336,5.0,0.0,1,-0.09409365057945251,2940,0.8081135749816895,0.9832450766116381,0.2,2.9025120821595194,0.014630800920228164,-0.06882983101531863,0.07468197,0.0003,0.29739583333333336,-2.4105969111124677
490,0,6400,5.0,0.0,1,-0.07083072513341904,2970,0.8009665012359619,0.9813212007284164,0.2,2.8953944659233093,0.01285181064158678,-0.05378482754652699,0.04551111,0.0003,0.2859375,-2.391397571563721
463,0,6464,5.0,0.0,1,-0.06053893268108368,3000,0.7966773509979248,0.9902493506669998,0.2,2.922243350148201,0.00883359022748967,-0.041861510494103034,0.03176107,0.0003,0.23854166666666668,-2.3783786296844482
472,0,6528,5.0,0.0,1,-0.08381231129169464,3030,0.7914245128631592,0.9957104967907071,0.2,2.9646757099032404,0.004829042529066404,-0.05469350721687079,0.040687393,0.0003,0.2609375,-2.367651629447937
481,0,6592,5.0,0.0,1,-0.07891225814819336,3060,0.7862428426742554,0.9954144996590912,0.2,3.025974423289299,0.0053049907398720585,-0.05537405600771308,0.023865286,0.0003,0.2625,-2.3554139137268066
486,0,6656,5.0,0.0,1,-0.0594305545091629,3090,0.7816584706306458,0.9978992808610201,0.2,3.074417959153652,0.002311703485126297,-0.03662587453921636,0.02916848,0.0003,0.2078125,-2.3430798371632893
456,0,6720,5.0,0.0,1,-0.044724516570568085,3120,0.7746124267578125,0.9977025205735117,0.2,3.137698031067848,0.002405469414467613,-0.03090766938403249,0.02032417,0.0003,0.14114583333333333,-2.329876192410787
467,0,6784,5.0,0.0,1,-0.06902321428060532,3150,0.7747227549552917,0.9971472301986068,0.2,3.185012782216072,0.0021685585767651596,-0.04914427225788434,0.022777146,0.0003,0.25104166666666666,-2.3181323607762656
480,0,6848,5.0,0.0,1,-0.0602862685918808,3180,0.772207498550415,0.9993247390375473,0.2,3.2225809240341188,0.0008070512306100378,-0.03848717641085386,0.029278245,0.0003,0.153125,-2.318781550725301
458,0,6912,5.0,0.0,1,-0.05378564074635506,3210,0.766189694404602,0.9951151101849973,0.2,3.231516672074795,0.0034873637991646926,-0.035563518883039553,0.020416819,0.0003,0.12135416666666667,-2.307119337717692
487,0,6976,5.0,0.0,1,-0.06498797237873077,3240,0.7624814510345459,0.9985853731632233,0.2,3.226522862315178,0.0014019621225694816,-0.03984396513551473,0.034271307,0.0003,0.2390625,-2.292659052213033
475,0,7040,5.0,0.0,1,-0.0590629018843174,3270,0.7604496479034424,0.9992717363638803,0.2,3.2194280835986135,0.0006568893421596537,-0.042785299196839335,0.0202269,0.0003,0.18177083333333333,-2.2859277089436847
481,0,7104,5.0,0.0,1,-0.04662176966667175,3300,0.758606493473053,0.9997029356309213,0.2,3.200761611163616,0.0002784944794257171,-0.03155154017731547,0.031606328,0.0003,0.25104166666666666,-2.280977964401245
471,0,7168,5.0,0.0,1,-0.044807255268096924,3330,0.755815863609314,0.9994923489866778,0.2,3.1792753019928934,0.00033396537376878164,-0.029482517081002396,0.018708207,0.0003,0.22135416666666666,-2.2751983801523843
490,0,7232,5.0,0.0,1,-0.03894931450486183,3360,0.7503436803817749,0.999787781125633,0.2,3.1543992137908936,8.472797732489804e-05,-0.025741180498152973,0.026847398,0.0003,0.2140625,-2.265294599533081
452,0,7296,5.0,0.0,1,-0.05437101796269417,3390,0.7444043755531311,0.9998812909252592,0.2,3.1338119676709173,0.00010629265768026622,-0.036558195669204,0.06433817,0.0003,0.25625,-2.2503837823867796
431,0,7360,5.0,0.0,1,-0.05934249237179756,3420,0.7426683902740479,0.9997956349689048,0.2,3.1086138263344765,0.0002333384579590832,-0.04466161861394843,0.08153613,0.0003,0.32447916666666665,-2.239707072575887
459,0,7424,5.0,0.0,1,-0.06993915885686874,3450,0.7407815456390381,0.9998657208197983,0.2,3.091788288652897,0.00016315673686525164,-0.04916395743687948,0.039144583,0.0003,0.2,-2.235793455441793
463,0,7488,5.0,0.0,1,-0.08130805939435959,3480,0.7387588024139404,0.9991684584529139,0.2,3.07547355145216,0.0007181179903758069,-0.06137839655081431,0.14212242,0.0003,0.34739583333333335,-2.2309420347213744
477,0,7552,5.0,0.0,1,-0.06624562293291092,3510,0.7309225797653198,0.9988038883311674,0.2,3.0607918217778205,0.0009104728776340683,-0.049787889172633486,0.016437408,0.0003,0.196875,-2.21873718102773
457,0,7616,5.0,0.0,1,-0.06790026277303696,3540,0.7267721891403198,0.9993274032603949,0.2,3.0522519233822822,0.0006292965088505297,-0.05289252667377393,0.043376915,0.0003,0.20989583333333334,-2.1985344012578327
462,0,7680,5.0,0.0,1,-0.05661250650882721,3570,0.7229543924331665,0.9994461724418215,0.2,3.0478238019347192,0.0004095885621306176,-0.04328263488908609,0.061600715,0.0003,0.24583333333333332,-2.1901103417078653
389,0,7744,5.0,0.0,1,-0.07244925945997238,3600,0.7210103273391724,0.9994422106537968,0.2,3.0466308274865153,0.0004504215243893365,-0.05440899096429348,0.038062975,0.0003,0.2453125,-2.1803069988886516
416,0,7808,5.0,0.0,1,-0.06980279833078384,3630,0.7153469920158386,0.9997580811323132,0.2,3.0464469349384307,0.00031249112944351507,-0.051859718778481084,0.023500174,0.0003,0.171875,-2.172607692082723
417,0,7872,5.0,0.0,1,-0.0501166433095932,3660,0.711557924747467,0.9998644633014919,0.2,3.0465922504663467,0.00012678288840106688,-0.032039534859359266,0.015391961,0.0003,0.17083333333333334,-2.1549288511276243
394,0,7936,5.0,0.0,1,-0.05515896528959274,3690,0.7133390307426453,0.999838235162315,0.2,3.044578754901886,3.1591205940155e-05,-0.04334137892971436,0.055371966,0.0003,0.2125,-2.1513112783432007
418,0,8000,5.0,0.0,1,-0.03672961890697479,3720,0.7155805826187134,0.9998842702043476,0.2,3.038882646560669,5.2705059351865204e-05,-0.01942967250943184,0.020411374,0.0003,0.12916666666666668,-2.15807470480601
