raw/gen/time/fps,raw/gen/time/time_elapsed,raw/gen/time/total_timesteps,raw/gen/rollout/ep_len_mean,raw/gen/rollout/ep_rew_mean,raw/gen/time/iterations,raw/gen/train/loss,raw/gen/train/n_updates,raw/gen/train/std,raw/gen/train/explained_variance,raw/gen/train/clip_range,raw/gen/rollout/ep_rew_wrapped_mean,raw/gen/train/value_loss,raw/gen/train/policy_gradient_loss,raw/gen/train/approx_kl,raw/gen/train/learning_rate,raw/gen/train/clip_fraction,raw/gen/train/entropy_loss
463,0,64,5.0,0.0,1,,,,,,,,,,,,
465,0,128,5.0,0.0,1,2.5530378818511963,30,0.9944599270820618,-0.11889135837554932,0.2,3.31468499203523,6.8669498284657795,-0.021216487356772024,0.0068682255,0.0003,0.0375,-2.834701093037923
445,0,192,5.0,0.0,1,0.2989075779914856,60,0.9891178011894226,0.4762078523635864,0.2,3.317356309890747,1.3284484048684437,-0.025135886731247108,0.01951629,0.0003,0.1625,-2.820305275917053
466,0,256,5.0,0.0,1,-0.013670526444911957,90,0.9857913851737976,0.6890652775764465,0.2,3.3119713240548183,0.3058352225770553,-0.024479614943265914,0.022096932,0.0003,0.16927083333333334,-2.8122270107269287
476,0,320,5.0,0.0,1,-0.03803509473800659,120,0.9854090213775635,0.9590472467243671,0.2,3.3077593644460044,0.028118441284944614,-0.02663678415119648,0.015011255,0.0003,0.11510416666666666,-2.8093581438064574
457,0,384,5.0,0.0,1,-0.028366567566990852,150,0.9897388219833374,0.9908450581133366,0.2,3.302789008244872,0.004818977609587213,-0.016941065496454636,0.018962797,0.0003,0.14791666666666667,-2.8113510847091674
463,0,448,5.0,0.0,1,-0.04259854927659035,180,0.9890790581703186,0.9978135440032929,0.2,3.3014620369986485,0.0013073807097195337,-0.027582620084285737,0.010230796,0.0003,0.13854166666666667,-2.816825350125631
470,0,512,5.0,0.0,1,-0.06256397068500519,210,0.9935479164123535,0.9996410013409331,0.2,3.299790474136224,0.00027663088258123025,-0.04237294448539615,0.04076067,0.0003,0.22135416666666666,-2.8184576272964477
473,0,576,5.0,0.0,1,-0.06826114654541016,240,0.9962684512138367,0.9993995224358514,0.2,3.2982714676856997,0.0004984487071245288,-0.047894903396566706,0.05583436,0.0003,0.23125,-2.8286894877751667
466,0,640,5.0,0.0,1,-0.0782710388302803,270,0.99329674243927,0.9994219082291238,0.2,3.2947719329595566,0.0005975545422794919,-0.05042800918842356,0.054085955,0.0003,0.1765625,-2.8293731530507404
472,0,704,5.0,0.0,1,-0.06457890570163727,300,0.9957801103591919,0.9994826214388013,0.2,3.290106484889984,0.0005014550367680689,-0.0475970147177577,0.037525527,0.0003,0.27708333333333335,-2.8234105269114176
451,0,768,5.0,0.0,1,-0.084825299680233,330,1.0006119012832642,0.9994987863465212,0.2,3.2871222633123396,0.0004906069885085647,-0.05229191991190116,0.03214568,0.0003,0.19479166666666667,-2.8345274289449054
476,0,832,5.0,0.0,1,-0.08444378525018692,360,0.999303936958313,0.9993812100146897,0.2,3.2846577072143557,0.0006034951695861916,-0.05847091595642269,0.05751952,0.0003,0.271875,-2.8394290288289388
455,0,896,5.0,0.0,1,-0.08685071021318436,390,0.9979156255722046,0.9996873930795118,0.2,3.284225962758064,0.000249531148680641,-0.05857766841848691,0.053583965,0.0003,0.2890625,-2.833656978607178
457,0,960,5.0,0.0,1,-0.07792486250400543,420,1.0012394189834595,0.999210852489341,0.2,3.2766233003139495,0.0007250227266922593,-0.05063013428201278,0.028289266,0.0003,0.2682291666666667,-2.835765568415324
479,0,1024,5.0,0.0,1,-0.06510189920663834,450,1.0066663026809692,0.9994209302822128,0.2,3.2664843046665193,0.0004982887747852753,-0.04643116636822621,0.024764199,0.0003,0.203125,-2.8440908670425413
458,0,1088,5.0,0.0,1,-0.0827384740114212,480,1.0108973979949951,0.998859767569229,0.2,3.2553803199529647,0.0011084187853460511,-0.05274042636156082,0.06385471,0.0003,0.23020833333333332,-2.8550756374994912
463,0,1152,5.0,0.0,1,-0.0838332548737526,510,1.01066255569458,0.9986505060223863,0.2,3.2421787559986113,0.0011588690530819198,-0.06259647499149044,0.05537285,0.0003,0.31614583333333335,-2.8580266714096068
458,0,1216,5.0,0.0,1,-0.09008044004440308,540,1.0090585947036743,0.9961030944250524,0.2,3.2369099098443983,0.003179944873166581,-0.060549511263767876,0.063355975,0.0003,0.28854166666666664,-2.856095218658447
436,0,1280,5.0,0.0,1,-0.1048615351319313,570,1.0043810606002808,0.9965732449200004,0.2,3.2381744998693467,0.0036174350573370856,-0.06998026898751657,0.101292334,0.0003,0.3234375,-2.850016744931539
477,0,1344,5.0,0.0,1,-0.10644827038049698,600,0.99796462059021,0.9972431599162519,0.2,3.2448924624919893,0.0032600498913476863,-0.07884688628837466,0.092816725,0.0003,0.340625,-2.8381117502848308
474,0,1408,5.0,0.0,1,-0.09986691176891327,630,0.9898694157600403,0.9980222953017801,0.2,3.254120232462883,0.0023136443768938383,-0.06848422000184655,0.064075775,0.0003,0.30364583333333334,-2.824416693051656
472,0,1472,5.0,0.0,1,-0.0852230116724968,660,0.9836016297340393,0.9983814198058099,0.2,3.2726544988155366,0.0018990930480261643,-0.060666743914286295,0.03476254,0.0003,0.3072916666666667,-2.808985193570455
384,0,1536,5.0,0.0,1,-0.07511232048273087,690,0.9769591093063354,0.9987512133084238,0.2,3.2949155193567274,0.0010713406411620478,-0.06021677100410064,0.052794605,0.0003,0.2359375,-2.796792244911194
427,0,1600,5.0,0.0,1,-0.06761587411165237,720,0.9716835618019104,0.999457873404026,0.2,3.311172178387642,0.0005539362784475089,-0.044021561400343974,0.049353544,0.0003,0.23385416666666667,-2.784610454241435
481,0,1664,5.0,0.0,1,-0.03377317637205124,750,0.9626729488372803,0.9993753429153003,0.2,3.324511120915413,0.0005391394544858486,-0.01983049642294645,0.009124566,0.0003,0.15052083333333333,-2.771355231602987
466,0,1728,5.0,0.0,1,-0.053346384316682816,780,0.9532406330108643,0.9991370021598414,0.2,3.319541271328926,0.0006877356043939168,-0.03478116340314349,0.012909354,0.0003,0.14375,-2.751386125882467
466,0,1792,5.0,0.0,1,-0.06091156229376793,810,0.9463315010070801,0.9996838135411963,0.2,3.307663946151733,0.0004761693058147406,-0.03833524687215686,0.033793885,0.0003,0.18020833333333333,-2.7333850542704266
435,0,1856,5.0,0.0,1,-0.0579715333878994,840,0.943087100982666,0.9993134529213421,0.2,3.2814042389392855,0.0007489751568452145,-0.03483157260343432,0.015076415,0.0003,0.21979166666666666,-2.7225363572438557
451,0,1920,5.0,0.0,1,-0.08527917414903641,870,0.9409525394439697,0.9992343885824084,0.2,3.246122938990593,0.0005208111047977582,-0.05896892479310433,0.066446275,0.0003,0.32083333333333336,-2.7176817814509073
460,0,1984,5.0,0.0,1,-0.04555036500096321,900,0.9397444725036621,0.999145217530895,0.2,3.2062117886543273,0.0006118611083365977,-0.030692458897829056,0.022695491,0.0003,0.20625,-2.713092048962911
478,0,2048,5.0,0.0,1,-0.04884478822350502,930,0.9363168478012085,0.9992793332203291,0.2,3.1686581021547315,0.0005183456242472555,-0.030405798399200042,0.010215965,0.0003,0.13541666666666666,-2.709662397702535
476,0,2112,5.0,0.0,1,-0.07699142396450043,960,0.9355652332305908,0.9993634059792385,0.2,3.1319076520204545,0.0005630608182400465,-0.04688716394205888,0.02777883,0.0003,0.23802083333333332,-2.704120127360026
467,0,2176,5.0,0.0,1,-0.0668797716498375,990,0.9350003004074097,0.9991066621150821,0.2,3.101118884682655,0.000733118966066589,-0.04351694174110889,0.034886498,0.0003,0.20625,-2.703164529800415
459,0,2240,5.0,0.0,1,-0.060119424015283585,1020,0.9344964027404785,0.9987980725709349,0.2,3.0747859132289888,0.001073622889816761,-0.03968379683792591,0.019572414,0.0003,0.1859375,-2.702237908045451
486,0,2304,5.0,0.0,1,-0.08406385034322739,1050,0.9335832595825195,0.9983000108040869,0.2,3.061326574087143,0.0015516357651601234,-0.05795877557247877,0.019568743,0.0003,0.2791666666666667,-2.699211366971334
462,0,2368,5.0,0.0,1,-0.07321300357580185,1080,0.9232751131057739,0.9978373507037759,0.2,3.0534340262413027,0.0018399727491972347,-0.04533776920288801,0.022832934,0.0003,0.21822916666666667,-2.6899388790130616
483,0,2432,5.0,0.0,1,-0.07700984925031662,1110,0.9178857803344727,0.998389731394127,0.2,3.052497770190239,0.0015361476223915815,-0.04583473463232319,0.01226335,0.0003,0.2125,-2.668824728329976
474,0,2496,5.0,0.0,1,-0.08335760980844498,1140,0.9112656712532043,0.9986748039955273,0.2,3.0561364018917083,0.0010950870191057524,-0.05238641717781623,0.026399335,0.0003,0.23177083333333334,-2.6579782168070474
489,0,2560,5.0,0.0,1,-0.05706632137298584,1170,0.905987560749054,0.999006683123298,0.2,3.063281262516975,0.0007324426512544354,-0.03452760142584642,0.01775033,0.0003,0.17864583333333334,-2.6436769406000775
470,0,2624,5.0,0.0,1,-0.08243228495121002,1200,0.8972464799880981,0.9997945113282185,0.2,3.0727818274497984,0.0001390813777106814,-0.04625540475050608,0.023965547,0.0003,0.23854166666666668,-2.6293142318725584
476,0,2688,5.0,0.0,1,-0.07134528458118439,1230,0.8881989121437073,0.9993237426388077,0.2,3.078419430851936,0.0006553506730900457,-0.051934025374551614,0.053776745,0.0003,0.3229166666666667,-2.6084479173024495
479,0,2752,5.0,0.0,1,-0.07880264520645142,1260,0.8841317892074585,0.9994501114706509,0.2,3.0777028208971022,0.000574950953402246,-0.051748736388981344,0.034484282,0.0003,0.2994791666666667,-2.5915510018666583
485,0,2816,5.0,0.0,1,-0.06826969981193542,1290,0.8842642307281494,0.9996724879310932,0.2,3.072553299665451,0.0002615369642929484,-0.03637438571701447,0.028430443,0.0003,0.18802083333333333,-2.5875760555267333
485,0,2880,5.0,0.0,1,-0.0846904069185257,1320,0.8815208673477173,0.9997268135775812,0.2,3.0651344442367554,0.00016911096608964726,-0.06199619732797146,0.037365183,0.0003,0.30625,-2.585296328862508
490,0,2944,5.0,0.0,1,-0.06657928228378296,1350,0.8726992607116699,0.9999509548797505,0.2,3.052869399189949,2.773372398223728e-05,-0.048037770204246044,0.022693334,0.0003,0.24479166666666666,-2.5741011619567873
486,0,3008,5.0,0.0,1,-0.041839417070150375,1380,0.8630842566490173,0.9997519954631571,0.2,3.04065277159214,0.0002114642518184458,-0.029472150343159833,0.016027253,0.0003,0.22552083333333334,-2.551552144686381
487,0,3072,5.0,0.0,1,-0.060407478362321854,1410,0.8553532361984253,0.9999811360703461,0.2,3.023620337843895,8.744188335185754e-06,-0.0395204191096127,0.057640992,0.0003,0.25,-2.53126900990804
486,0,3136,5.0,0.0,1,-0.04410030320286751,1440,0.8488286137580872,0.9998672678193543,0.2,3.0063497972488404,0.00013039709810982458,-0.026462821258852878,0.016073298,0.0003,0.14270833333333333,-2.514007012049357
476,0,3200,5.0,0.0,1,-0.04637513682246208,1470,0.8442434072494507,0.9999670782272005,0.2,2.9920022755861284,4.699799634787875e-05,-0.030234332211936513,0.019678192,0.0003,0.18072916666666666,-2.5006288369496663
478,0,3264,5.0,0.0,1,-0.04364164173603058,1500,0.8394013047218323,0.9999378368302132,0.2,2.979168405532837,0.00010704069269801645,-0.029880102972189584,0.022094958,0.0003,0.17708333333333334,-2.4903084993362428
482,0,3328,5.0,0.0,1,-0.0338531918823719,1530,0.8388010263442993,0.999859121904592,0.2,2.9664255344867705,0.0001785602452097616,-0.022537497617304326,0.008185104,0.0003,0.21354166666666666,-2.4814199765523273
492,0,3392,5.0,0.0,1,-0.02709430456161499,1560,0.8311499357223511,0.9998773842380615,0.2,2.953183665275574,0.00016947702824836596,-0.013611188903450967,0.009158637,0.0003,0.08385416666666666,-2.4748241186141966
494,0,3456,5.0,0.0,1,-0.055775538086891174,1590,0.8267227411270142,0.9999715525009378,0.2,2.9413902175426485,2.5736974233344275e-05,-0.04209470717857281,0.024291884,0.0003,0.2390625,-2.4573036750157673
486,0,3520,5.0,0.0,1,-0.05254805460572243,1620,0.8247302174568176,0.9999876779729675,0.2,2.930492168068886,1.538721671749954e-05,-0.03622886762022972,0.024461541,0.0003,0.21770833333333334,-2.449980107943217
489,0,3584,5.0,0.0,1,-0.028152162209153175,1650,0.8225667476654053,0.999993155016,0.2,2.919130493402481,6.629206533640779e-06,-0.01572074114034573,0.012946426,0.0003,0.12760416666666666,-2.4450483004252117
482,0,3648,5.0,0.0,1,-0.053827546536922455,1680,0.8204504251480103,0.9999792138187331,0.2,2.910389702916145,1.3663413938047597e-05,-0.033047955172757305,0.022305163,0.0003,0.23697916666666666,-2.440150499343872
483,0,3712,5.0,0.0,1,-0.06428861618041992,1710,0.8232037425041199,0.9999922787546893,0.2,2.9017892783880233,6.405347964270428e-06,-0.04696576322118441,0.036651548,0.0003,0.32708333333333334,-2.4394774119059246
479,0,3776,5.0,0.0,1,-0.06281343847513199,1740,0.8275704979896545,0.9999726371243014,0.2,2.8935965806245805,3.348048658153857e-05,-0.03204555039604505,0.041814785,0.0003,0.165625,-2.450141096115112
474,0,3840,5.0,0.0,1,-0.05264757201075554,1770,0.8319357633590698,0.9998853004872217,0.2,2.887633065581322,7.742399441970823e-05,-0.03492694422602653,0.041262098,0.0003,0.2671875,-2.4602893590927124
491,0,3904,5.0,0.0,1,-0.06362209469079971,1800,0.8316431641578674,0.9998986445571063,0.2,2.882986971139908,5.4586426146367253e-05,-0.044096732636292775,0.1578622,0.0003,0.3411458333333333,-2.466337052981059
491,0,3968,5.0,0.0,1,-0.04330606758594513,1830,0.831288754940033,0.999927462231426,0.2,2.878012030124664,5.409121889291176e-05,-0.028492147785921892,0.019084394,0.0003,0.20104166666666667,-2.4624080578486125
491,0,4032,5.0,0.0,1,-0.04334106668829918,1860,0.830285906791687,0.9996836966602132,0.2,2.873450304865837,0.00023197114690750217,-0.029532609134912492,0.021363823,0.0003,0.1953125,-2.4616312821706137
476,0,4096,5.0,0.0,1,-0.06184889376163483,1890,0.8287509679794312,0.9998470698046731,0.2,2.8676707565784456,0.00015305992443851815,-0.03622454752524694,0.023318965,0.0003,0.19739583333333333,-2.4569419860839843
488,0,4160,5.0,0.0,1,-0.0614597424864769,1920,0.8280041813850403,0.9998318540456239,0.2,2.8608664834499358,0.0001289954552097091,-0.040857518278062346,0.022172064,0.0003,0.27447916666666666,-2.4544562180836995
487,0,4224,5.0,0.0,1,-0.06149303913116455,1950,0.8282890319824219,0.999718824372394,0.2,2.8531688863039015,0.00024201101041398942,-0.03682420570403337,0.037705448,0.0003,0.2078125,-2.4523391723632812
481,0,4288,5.0,0.0,1,-0.09640026837587357,1980,0.8315587043762207,0.9997116255981382,0.2,2.8459953117370604,0.000225171291094739,-0.060410591587424275,0.07111877,0.0003,0.3182291666666667,-2.455673344930013
438,0,4352,5.0,0.0,1,-0.08692390471696854,2010,0.8336688876152039,0.9997990718693472,0.2,2.8360426133871077,0.00017852279318807026,-0.06805712428564827,0.08542043,0.0003,0.421875,-2.462579385439555
375,0,4416,5.0,0.0,1,-0.10266489535570145,2040,0.833836555480957,0.9994771989295259,0.2,2.8265716233849525,0.00043438439606688915,-0.07650683115546902,0.08160797,0.0003,0.365625,-2.466219361623128
411,0,4480,5.0,0.0,1,-0.08412785083055496,2070,0.8350905179977417,0.9984565177001059,0.2,2.822590381205082,0.0008453439707712581,-0.05402613611270984,0.061833337,0.0003,0.31197916666666664,-2.466198285420736
400,0,4544,5.0,0.0,1,-0.07522712647914886,2100,0.8389180898666382,0.992455814499408,0.2,2.8208668956160547,0.0064227998567124205,-0.04218733481441935,0.057887428,0.0003,0.24427083333333333,-2.472363519668579
476,0,4608,5.0,0.0,1,-0.08363141119480133,2130,0.8387929201126099,0.9983392038848251,0.2,2.8218781155347825,0.0010874965305750568,-0.0656515891974171,0.036853485,0.0003,0.26979166666666665,-2.4768757502237957
353,0,4672,5.0,0.0,1,-0.10961776226758957,2160,0.8368029594421387,0.9986705657793209,0.2,2.8229771625995634,0.0011664846019508938,-0.07251803254087766,0.058930907,0.0003,0.32708333333333334,-2.474210341771444
475,0,4736,5.0,0.0,1,-0.07101396471261978,2190,0.8331694602966309,0.9974887799471617,0.2,2.82909031689167,0.0023589604378988346,-0.05537845343351364,0.056051247,0.0003,0.39427083333333335,-2.4680913925170898
479,0,4800,5.0,0.0,1,-0.056560441851615906,2220,0.8305925726890564,0.9988006312632933,0.2,2.836826302409172,0.0009750621936594447,-0.03893497521057725,0.042002298,0.0003,0.2796875,-2.459641416867574
